ticket_id,customer_id,ticket_date,issue_category,priority,resolution_hours,ticket_status,customer_satisfaction
TICK0006229,CUST02386,2026-08-13,Account Access,Medium,109,Resolved,1
TICK0006230,CUST02386,2025-08-12,Integration,High,64,Resolved,1
TICK0006231,CUST02386,2026-08-19,performance,Medium,82,resolved,1
TICK0006232,CUST02387,2024-07-25,Performance,Low,107,Resolved,4
TICK0006233,CUST02387,2025-02-15,Billing,Low,75,Resolved,5
TICK0006234,CUST02387,2024-03-15,How-To Question,Medium,77,Resolved,3
TICK0006235,CUST02388,2026-04-11,Account Access,Low,86,Resolved,4
TICK0006236,CUST02389,2026-07-09,Performance,Low,57,Resolved,4
TICK0006237,CUST02389,2026-06-15,How-To Question,Urgent,5,Resolved,4
TICK0006238,CUST02390,2025-09-18,Billing,Medium,80,Resolved,4
TICK0006239,CUST02390,2025-07-26,Feature Request,Medium,43,Resolved,4
TICK0006240,CUST02391,2024-09-26,Billing,Medium,63,Resolved,3
TICK0006241,CUST02391,2025-06-04,Technical Issue,Low,74,Resolved,5
TICK0006242,CUST02391,2026-03-06,Billing,Medium,60,Resolved,3
TICK0006243,CUST02393,2024-09-10,Technical Issue,Medium,42,Resolved,4
TICK0006244,CUST02393,2025-11-19,Technical Issue,Medium,63,Resolved,5
TICK0006245,CUST02393,2024-05-05,Performance,Medium,47,Resolved,4
TICK0006246,CUST02394,2025-11-30,Billing,Low,52,Resolved,1
TICK0006247,CUST02394,2026-01-16,How-To Question,Medium,62,Resolved,1
TICK0006248,CUST02394,2025-11-09,Billing,Low,35,Resolved,5
TICK0006249,CUST02394,2026-06-15,Feature Request,Medium,10,Resolved,1
TICK0006250,CUST02394,2025-12-22,How-To Question,Medium,56,Resolved,3
TICK0006251,CUST02394,2025-10-13,How-To Question,Medium,24,Resolved,5
TICK0006252,CUST02394,2026-04-25,Billing,Medium,73,Resolved,3
TICK0006253,CUST02394,2025-10-15,Billing,High,27,Resolved,4
TICK0006254,CUST02394,2026-05-06,How-To Question,Medium,55,Resolved,4
TICK0006255,CUST02395,2026-04-11,Feature Request,Medium,11,Resolved,5
TICK0006256,CUST02396,2026-08-31,Bug Report,Medium,66,Resolved,5
TICK0006257,CUST02398,2026-05-21,Technical Issue,Low,37,Resolved,2
TICK0006258,CUST02398,2024-10-20,Technical Issue,Low,212,Resolved,2
TICK0006259,CUST02398,2026-06-16,Account Access,Medium,54,Resolved,1
TICK0006260,CUST02398,2025-05-08,Integration,Medium,84,Resolved,2
TICK0006261,CUST02399,2025-10-19,Account Access,Medium,51,Resolved,4
TICK0006262,CUST02400,2026-07-13,How-To Question,Low,76,Resolved,4
TICK0006263,CUST02400,2025-11-07,Feature Request,Medium,16,Open,5
TICK0006264,CUST02400,2025-08-10,Bug Report,Low,36,Resolved,5
TICK0006265,CUST02401,2025-10-02,How-To Question,Low,93,Resolved,5
TICK0006266,CUST02401,2025-12-31,Billing,Urgent,13,Resolved,1
TICK0006267,CUST02401,2025-11-22,Billing,Medium,49,Resolved,3
TICK0006268,CUST02402,2026-06-09,Feature Request,Low,84,Resolved,5
TICK0006269,CUST02403,2025-05-05,Billing,High,23,Resolved,4
TICK0006270,CUST02404,2025-11-30,Integration,Low,71,Resolved,5
TICK0006271,CUST02404,2026-09-22,Account Access,Low,34,Resolved,5
TICK0006272,CUST02406,2025-03-11,Billing,Urgent,11,Resolved,4
TICK0006273,CUST02406,2026-04-06,Billing, high,44,Resolved,5
TICK0006274,CUST02406,2025-11-16,Feature Request,Medium,56,Resolved,4
TICK0006275,CUST02406,2026-05-08,Performance,Medium,68,Resolved,3
TICK0006276,CUST02406,2026-09-04,Feature Request,Low,59,Pending,5
TICK0006277,CUST02408,2026-04-17,FEATURE REQUEST,Low,110,Resolved,4
TICK0006278,CUST02408,2026-07-09,Technical Issue,High,28,Open,5
TICK0006279,CUST02408,2026-08-07,Bug Report,Low,65,Resolved,3
TICK0006280,CUST02408,2026-05-21,Performance,High,28,Resolved,5
TICK0006281,CUST02409,2026-04-09,Billing,Medium,41,Resolved,4
TICK0006282,CUST02409,2026-01-29,Feature Request,High,22,Resolved,3
TICK0006283,CUST02409,2024-12-07,Billing,Low,51,Resolved,4
TICK0006284,CUST02410,2025-12-30,How-To Question,Medium,61,Resolved,4
TICK0006285,CUST02410,2026-01-26,Bug Report,High,34,Resolved,2
TICK0006286,CUST02411,2026-02-07,Technical Issue,Low,65,Resolved,3
TICK0006287,CUST02411,2025-09-13,Integration,High,19,Resolved,3
TICK0006288,CUST02411,2025-12-19,Billing,Medium,49,Resolved,4
TICK0006289,CUST02412,2025-11-24,Feature Request,Medium,68,Resolved,4
TICK0006290,CUST02412,2026-05-16,How-To Question,Low,56,Open,5
TICK0006291,CUST02413,2025-12-17,How-To Question,Low,63,Resolved,5
TICK0006292,CUST02414,2024-01-12,Feature Request,Low,38,Resolved,3
TICK0006293,CUST02415,2025-10-27,Account Access,Low,64,Pending,5
TICK0006294,CUST02415,2025-06-28,Feature Request,Medium,58,Resolved,1
TICK0006295,CUST02416,2025-05-06,Feature Request,Low,98,Resolved,2
TICK0006296,CUST02416,2025-01-25,Feature Request,Medium,80,Open,3
TICK0006297,CUST02416,2026-02-23,Bug Report,Low,97,Open,2
TICK0006298,CUST02416,2025-01-13,Billing,Urgent,12,Resolved,4
TICK0006299,CUST02417,2024-12-22,Billing,Medium,31,Resolved,4
TICK0006300,CUST02417,2025-03-29,Performance,Low,96,resolved,5
TICK0006301,CUST02418,2024-09-07,Feature Request,Low,12,Resolved,4
TICK0006302,CUST02418,2024-08-28,How-To Question,Urgent,12,Resolved,5
TICK0006303,CUST02419,2026-05-08,Integration,Low,41,Resolved,5
TICK0006304,CUST02420,2026-01-25,Account Access,Low,73,Pending,5
TICK0006305,CUST02420,2025-05-14,Account Access,Low,86,Resolved,2
TICK0006306,CUST02420,2026-02-15,Account Access,Medium,46,Resolved,4
TICK0006307,CUST02421,2024-10-27,how-to question,Low,49,Resolved,5
TICK0006308,CUST02421,2026-08-20,Feature Request,Medium,43,Resolved,5
TICK0006309,CUST02421,2025-01-19,Bug Report,Medium,48,Resolved,4
TICK0006310,CUST02422,2025-05-29,Bug Report,Medium,65,Resolved,4
TICK0006311,CUST02422,2025-06-09,Performance,Medium,15,Pending,4
TICK0006312,CUST02422,2025-08-12,Billing,Medium,40,Resolved,5
TICK0006313,CUST02422,2025-06-07,Feature Request,Low,35,Resolved,2
TICK0006314,CUST02423,2026-06-22,INTEGRATION,High,26,Resolved,5
TICK0006315,CUST02424,2025-07-26,Technical Issue,Low,87,Resolved,5
TICK0006316,CUST02424,2025-05-20,How-To Question,Low,78,Resolved,2
TICK0006317,CUST02425,2026-07-11,Integration,Low,40,Resolved,5
TICK0006318,CUST02425,2026-08-26,Bug Report,Medium,39,Resolved,4
TICK0006319,CUST02425,2026-06-18,Account Access,Low,37,Resolved,5
TICK0006320,CUST02426,2026-08-09,Account Access,Medium,112,Resolved,3
TICK0006321,CUST02426,2026-03-14,Technical Issue,Low,175,Pending,
TICK0006322,CUST02426,03/07/2026,Technical Issue,High,48,Resolved,4
TICK0006323,CUST02426,2026-08-22,Bug Report,High,59,Resolved,1
TICK0006324,CUST02426,2026-02-27,Account Access,Medium,10,Resolved,3
TICK0006325,CUST02426,2026-03-29,Bug Report,Low,130,Resolved,1
TICK0006326,CUST02426,2026-05-13,Technical Issue,Low,158,Resolved,2
TICK0006327,CUST02426,2026-06-10,Bug Report,Low,85,Resolved,2
TICK0006328,CUST02426,04/16/2026,Account Access,High,31,Resolved,2
TICK0006329,CUST02426,2026-08-18,Integration,Medium,56,Resolved,2
TICK0006330,CUST02427,2026-09-19,How-To Question,Medium,64,Resolved,5
TICK0006331,CUST02428,2026-07-22,Billing,Low,30,Resolved,5
TICK0006332,CUST02428,2026-07-24,Technical Issue,Medium,36,Resolved,5
TICK0006333,CUST02428,2026-09-20,Feature Request,Low,76,Resolved,3
TICK0006334,CUST02429,2026-07-01,Billing,Low,86,Resolved,2
TICK0006335,CUST02430,2026-09-19,Billing,Medium,16,Resolved,5
TICK0006336,CUST02430,2026-03-05,Performance,Low,111,Resolved,5
TICK0006337,CUST02430,2025-07-09,Account Access,Medium,24,Resolved,5
TICK0006338,CUST02431,2026-07-23,Billing,Low,42,Resolved,4
TICK0006339,CUST02431,2026-08-21,Billing,Medium,43,Resolved,1
TICK0006340,CUST02431,2026-07-25,Feature Request,Low,49,Resolved,4
TICK0006341,CUST02432,2025-10-24,Bug Report,Low,116,Resolved,2
TICK0006342,CUST02432,2026-02-07,Feature Request,Medium,63,Resolved,5
TICK0006343,CUST02432,2025-12-02,Integration,High,21,Resolved,5
TICK0006344,CUST02433,2024-12-14,Bug Report,Medium,22,Resolved,5
TICK0006345,CUST02433,2024-11-20,Technical Issue,Medium,33,Pending,3
TICK0006346,CUST02433,2025-03-19,Technical Issue,Medium,34,Resolved,3
TICK0006347,CUST02433,2026-01-12,Performance,Low,142,Resolved,5
TICK0006348,CUST02433,2025-02-28,How-To Question,Low,53,Resolved,1
TICK0006349,CUST02434,2024-08-07,Feature Request,Medium,47,Resolved,3
TICK0006350,CUST02434,2024-10-10,Performance,Medium,69,Resolved,2
TICK0006351,CUST02435,2025-07-14,Account Access,Medium,24,Resolved,4
TICK0006352,CUST02435,2025-02-22,Feature Request,Medium,75,resolved,4
TICK0006353,CUST02436,2025-09-07,Performance,Medium,78,Resolved,2
TICK0006354,CUST02436,2026-06-09,Account Access,Low,141,Resolved,2
TICK0006355,CUST02436,2026-06-06,Bug Report,Low,68,Resolved,1
TICK0006356,CUST02436,2025-09-22,Performance,Medium,113,Resolved,1
TICK0006357,CUST02436,2025-11-16,Performance,Medium,61,Resolved,2
TICK0006358,CUST02436,2026-04-16,Performance,Low,193,Resolved,2
TICK0006359,CUST02437,2026-07-07,Bug Report,Medium,108,Resolved,1
TICK0006360,CUST02437,2026-05-26,Bug Report,Medium,35,Resolved,3
TICK0006361,CUST02437,2026-08-25,Bug Report,Low,107,Resolved,3
TICK0006362,CUST02437,2026-05-11,Account Access,Low,54,Resolved,1
TICK0006363,CUST02438,2026-08-02,Performance,Medium,40,Resolved,5
TICK0006364,CUST02438,2026-09-03,Technical Issue,High,40,Resolved,5
TICK0006365,CUST02438,2026-06-20,Feature Request,Low,40,Resolved,5
TICK0006366,CUST02439,2025-12-13,Feature Request,Urgent,10,Resolved,5
TICK0006367,CUST02439,2025-04-06,Bug Report,Medium,52,Resolved,4
TICK0006368,CUST02439,2026-01-08,Bug Report,Medium,41,Resolved,3
TICK0006369,CUST02439,2025-04-14,How-To Question,Low,18,Resolved,4
TICK0006370,CUST02440,2026-09-17,Bug Report,Medium,37,Resolved,2
TICK0006371,CUST02440,2026-08-26,Account Access,Medium,110,Resolved,3
TICK0006372,CUST02440,2026-09-01,Account Access,Medium,41,Pending,1
TICK0006373,CUST02440,2026-08-23,Account Access,Low,189,Resolved,4
TICK0006374,CUST02441,2026-02-27,Integration,Low,108,Resolved,5
TICK0006375,CUST02441,2026-05-29,Billing,Low,67,Resolved,5
TICK0006376,CUST02441,2026-08-21,Technical Issue,Low,58,Resolved,2
TICK0006377,CUST02442,2026-04-27,Performance,High,4,Resolved,5
TICK0006378,CUST02442,2026-06-17,Account Access,Low,52,Resolved,5
TICK0006379,CUST02443,2026-06-25,Billing,Medium,58,Resolved,3
TICK0006380,CUST02443,2026-09-17,Performance,Medium,20,Resolved,4
TICK0006381,CUST02443,2026-03-09,Performance,Medium,40,Resolved,3
TICK0006382,CUST02444,2026-02-22,Integration,High,36,Resolved,3
TICK0006383,CUST02444,2026-05-01,Integration,Low,58,Resolved,2
TICK0006384,CUST02445,2025-10-07,Account Access,Low,115,Resolved,5
TICK0006385,CUST02446,2025-11-03,Bug Report,Medium,49,Resolved,1
TICK0006386,CUST02446,2026-04-21,Performance,High,57,Resolved,3
TICK0006387,CUST02446,2025-11-21,Bug Report,Low,123,Resolved,3
TICK0006388,CUST02446,2026-01-23,Technical Issue,Urgent,32,Resolved,1
TICK0006389,CUST02446,2026-04-05,Performance,Medium,107,Resolved,4
TICK0006390,CUST02446,2026-02-16,Integration,Low,137,Pending,2
TICK0006391,CUST02446,2026-09-19,Technical Issue,High,12,Resolved,5
TICK0006392,CUST02447,2026-04-06,Feature Request,Medium,32,Resolved,4
TICK0006393,CUST02447,09/23/2026,Integration,High,28,Open,4
TICK0006394,CUST02447,2026-04-26,Account Access,Low,64,Resolved,3
TICK0006395,CUST02449,2024-08-18,Account Access,Low,47,resolved,2
TICK0006396,CUST02449,2024-07-21,Bug Report,Low,203,Resolved,3
TICK0006397,CUST02449,2024-07-06,Performance,Medium,107,Resolved,1
TICK0006398,CUST02449,2024-08-16,Bug Report,Low,89,Resolved,1
TICK0006399,CUST02449,2024-07-24,Integration,Low,190,Resolved,5
TICK0006400,CUST02449,2024-09-28,Technical Issue,Medium,116,Resolved,2
TICK0006401,CUST02450,2026-09-11,Integration,low,81,Resolved,4
TICK0006402,CUST02450,2026-09-15,Account Access,Medium,68,Resolved,5
TICK0006403,CUST02451,2026-08-25,Account Access,Medium,43,Resolved,5
TICK0006404,CUST02452,2026-01-09,Bug Report,High,30,Resolved,4
TICK0006405,CUST02452,2025-06-27,Account Access,High,40,Resolved,5
TICK0006406,CUST02453,2026-01-26,Performance,Low,99,Resolved,4
TICK0006407,CUST02454,2024-01-17,Performance,Low,46,Resolved,4
TICK0006408,CUST02454,2026-03-23,Integration,Low,111,Resolved,4
TICK0006409,CUST02454,2025-11-22,How-To Question,Low,111,Resolved,5
TICK0006410,CUST02455,2025-01-24,How-To Question,Low,99,Resolved,5
TICK0006411,CUST02455,2025-02-27,Account Access,Medium,58,Resolved,3
TICK0006412,CUST02457,2026-09-23,How-To Question,Low,136,Resolved,1
TICK0006413,CUST02457,2026-08-23,Feature Request,Low,68,Resolved,3
TICK0006414,CUST02458,2025-10-03,Performance,Low,12,Resolved,5
TICK0006415,CUST02458,2026-08-22,Performance,Low,83,Resolved,4
TICK0006416,CUST02458,2026-05-14,performance,Low,25,Resolved,4
TICK0006417,CUST02458,2025-08-21,Feature Request,Medium,56,Resolved,3
TICK0006418,CUST02459,2024-10-01,Bug Report,Medium,39,Resolved,5
TICK0006419,CUST02459,2025-07-05,Technical Issue,Low,36,Resolved,4
TICK0006420,CUST02459,2024-07-14,Technical Issue,Low,107,Pending,4
TICK0006421,CUST02460,2026-03-21,How-To Question,Medium,58,Resolved,1
TICK0006422,CUST02460,2026-06-16,Feature Request,High,35,Resolved,5
TICK0006423,CUST02461,2026-05-04,Performance,Medium,78,Resolved,5
TICK0006424,CUST02461,2026-07-14,How-To Question,Medium,55,Resolved,3
TICK0006425,CUST02461,2026-08-30,how-to question,Low,73,Resolved,4
TICK0006426,CUST02461,2026-07-09,Performance,Medium,19,Resolved,4
TICK0006427,CUST02462,2024-08-06,Account Access,Medium,22,Resolved,4
TICK0006428,CUST02462 ,2025-03-10,Account Access,Low,38,Resolved,1
TICK0006429,CUST02462,2026-01-15,Account Access,Medium,31,Open,5
TICK0006430,CUST02463,2024-01-30,Integration,Medium,12,Resolved,5
TICK0006431,CUST02463,2023-12-04,How-To Question,Medium,25,Resolved,5
TICK0006432,CUST02463,2025-08-03,Technical Issue,Low,83,Resolved,4
TICK0006433,CUST02464,2026-07-10,Billing,Low,66,Resolved,5
TICK0006434,CUST02465,2025-12-24,Billing,Low,52,Resolved,4
TICK0006435,CUST02466,2026-07-20,Integration,Medium,39,Resolved,3
TICK0006436,CUST02466,2024-11-12,Billing,Medium,41,resolved,3
TICK0006437,CUST02467,2026-01-12,Integration,Low,80,Resolved,2
TICK0006438,CUST02467,2026-09-17,How-To Question,High,25,Resolved,5
TICK0006439,CUST02467,2025-12-22,Technical Issue,Low,110,resolved,5
TICK0006440,CUST02467,2026-03-17,Integration,Medium,25,Resolved,4
TICK0006441,CUST02468,2026-02-26,Performance,Low,84,Resolved,5
TICK0006442,CUST02468,2026-02-02,Integration,Low,70,Resolved,5
TICK0006443,CUST02468,2026-04-29,Billing,Low,18,Resolved,3
TICK0006444,CUST02470,2026-06-23,Bug Report,Low,79,Resolved,5
TICK0006445,CUST02471,2026-08-04,Technical Issue,Medium,45,Resolved,5
TICK0006446,CUST02472,2026-05-09,Feature Request,Medium,114,Pending,5
TICK0006447,CUST02472,2025-09-27,How-To Question,Low,73,Resolved,4
TICK0006448,CUST02472,2025-12-04,Bug Report,High,30,Resolved,5
TICK0006449,CUST02473,2026-05-27,Billing,Medium,29,Resolved,3
TICK0006450,CUST02473,2025-07-15,How-To Question,Medium,38,Resolved,3
TICK0006451,CUST02473,2025-10-25,Billing,Medium,48,Resolved,1
TICK0006452,CUST02473,2026-01-04,Feature Request,Low,80,Resolved,2
TICK0006453,CUST02474,2026-08-04,How-To Question,Medium,72,Resolved,5
TICK0006454,CUST02476,2026-06-24,Account Access,Low,21,Resolved,
TICK0006455,CUST02477,2025-07-18,Bug Report,Low,84,Resolved,5
TICK0006456,CUST02477,2026-05-01,Billing,Low,23,Open,4
TICK0006457,CUST02479,2026-08-25,Bug Report,Medium,61,Resolved,3
TICK0006458,CUST02479,2026-08-21,Performance,Medium,42,Resolved,1
TICK0006459,CUST02479,2026-09-16,Bug Report,Medium,113,Resolved,1
TICK0006460,CUST02479,2026-09-08,Account Access,Low,89,Resolved,3
TICK0006461,CUST02479,2026-08-19,Technical Issue,Medium,74,Resolved,1
TICK0006462,CUST02479,2026-09-07,Bug Report,Medium,75,Resolved,3
TICK0006463,CUST02479,2026-08-29,Performance,Medium,80,Resolved,3
TICK0006464,CUST02480,2026-05-20,Technical Issue,Low,26,Resolved,4
TICK0006465,CUST02482,2025-02-07,FEATURE REQUEST,Medium,12,Resolved,4
TICK0006466,CUST02482,2025-03-12,How-To Question,Low,35,Resolved,4
TICK0006467,CUST02482,2025-07-03,Account Access,Low,88,Resolved,4
TICK0006468,CUST02482,2025-10-19,Account Access,Low,29,Resolved,3
TICK0006469,CUST02483,2026-09-20,Billing,Low,82,Resolved,3
TICK0006470,CUST02483,2026-06-02,Billing,Medium,40,Resolved,5
TICK0006471,CUST02483,2026-07-01,Technical Issue,Medium,62,Resolved,5
TICK0006472,CUST02484,2024-09-05,Account Access,Low,53,Resolved,4
TICK0006473,CUST02484,2024-12-30,How-To Question,High,32,Resolved,3
TICK0006474,CUST02484,2025-06-17,Technical Issue,Low,93,Resolved,1
TICK0006475,CUST02485,2025-02-19,Billing,Medium,14,Resolved,3
TICK0006476,CUST02485,2025-12-22,Integration,Low,28,Pending,4
TICK0006477,CUST02485,06/07/2026,Billing,Low,71,Resolved,4
TICK0006478,CUST02485,2026-03-12,How-To Question,Medium,61,Resolved,2
TICK0006479,CUST02485,2025-04-04,Technical Issue,Low,109,Resolved,5
TICK0006480,CUST02485,2026-09-01,Integration,Low,87,Resolved,5
TICK0006481,CUST02485,2026-09-10,Feature Request,Low,146,Resolved,5
TICK0006482,CUST02486,2025-10-10,How-To Question,Low,29,Resolved,4
TICK0006483,CUST02487,2024-02-19,Billing,Low,54,Resolved,3
TICK0006484,CUST02487,2024-06-19,How-To Question,Low,64,Resolved,4
TICK0006485,CUST02487,2024-09-23,Billing,Medium,60,Resolved,2
TICK0006486,CUST02487,2024-07-31,How-To Question,Medium,60,resolved,3
TICK0006487,CUST02487,02/13/2024,How-To Question,Urgent,13,Resolved,4
TICK0006488,CUST02487,2024-12-17,Billing,Medium,28,Resolved,1
TICK0006489,CUST02487,2025-08-25,Billing,Low,44,Resolved,4
TICK0006490,CUST02488,2024-09-03,How-To Question,Low,94,Resolved,3
TICK0006491,CUST02489,2026-08-25,Integration,High,36,Resolved,4
TICK0006492,CUST02489,2026-09-04,How-To Question,Medium,47,Resolved,5
TICK0006493,CUST02489,2026-08-08,Technical Issue,Medium,28,Resolved,5
TICK0006494,CUST02490,2026-06-12,Billing,Medium,57,Resolved,4
TICK0006495,CUST02491,2024-04-10,Feature Request,High,30,Resolved,5
TICK0006496,CUST02491,2025-08-27,Integration,Medium,42,Resolved,5
TICK0006497,CUST02491,2026-05-26,How-To Question,Medium,70,Resolved,5
TICK0006498,CUST02491,2026-04-18,Billing,High,24,Resolved,5
TICK0006499,CUST02492,2024-07-05,Feature Request,Low,76,Resolved,5
TICK0006500,CUST02492,2025-05-20,Integration,Low,53,Pending,5
TICK0006501,CUST02492,2026-06-18,Billing,Medium,60,Resolved,3
TICK0006502,CUST02492,2024-07-30,Feature Request,Medium,25,Resolved,4
TICK0006503,CUST02493,2025-05-08,Feature Request,High,22,Resolved,2
TICK0006504,CUST02494,2024-08-22,Account Access,Medium,94,Resolved,2
TICK0006505,CUST02494,2024-05-20,Bug Report,Urgent,11,Resolved,3
TICK0006506,CUST02494,2024-06-21,Integration,Low,248,Resolved,2
TICK0006507,CUST02494,07/29/2025,Bug Report,Low,26,Resolved,3
TICK0006508,CUST02494,2025-12-11,Performance,Low,91,Resolved,1
TICK0006509,CUST02494,2024-06-05,Account Access,Medium,78,Pending,1
TICK0006510,CUST02494,2026-08-29,Technical Issue,Low,76,Resolved,5
TICK0006511,CUST02494,2026-06-23,Integration,Low,166,Resolved,3
TICK0006512,CUST02495,2026-08-10,Performance,Medium,120,Open,5
TICK0006513,CUST02495,2026-05-20,Integration,Medium,74,Pending,4
TICK0006514,CUST02495,2026-07-04,Technical Issue,High,59,Resolved,5
TICK0006515,CUST02495,2026-05-20,bug report,Medium,77,Resolved,2
TICK0006516,CUST02496,2026-01-06,How-To Question,Low,53,Resolved,5
TICK0006517,CUST02496,2026-05-14,Account Access,Medium,78,Resolved,3
TICK0006518,CUST02497,2024-10-24,Performance,Low,44,Resolved,5
TICK0006519,CUST02497,2026-05-11,How-To Question,Low,54,Resolved,5
TICK0006520,CUST02499,2024-08-29,Account Access,High,34,Resolved,
TICK0006521,CUST02499,2026-09-11,Technical Issue,Medium,39,Resolved,5
TICK0006522,CUST02499,2025-12-14,Performance,Medium,8,Resolved,3
TICK0006523,CUST02499,2024-04-27,Feature Request,Low,109,Resolved,5
TICK0006524,CUST02499,2025-11-07,Integration,Low,75,Resolved,4
TICK0006525,CUST02499,2026-04-15,Account Access,Low,67,Resolved,5
TICK0006526,CUST02500,2026-01-18,How-To Question,Low,118,Resolved,4
TICK0006527,CUST02501,2026-05-19,Billing,Low,149,Resolved,3
TICK0006528,CUST02501,2026-01-01,How-To Question,High,31,Resolved,2
TICK0006529,CUST02501,2026-05-07,Billing,Medium,95,Resolved,4
TICK0006530,CUST02501,2026-07-02,Feature Request,Low,61,Resolved,5
TICK0006531,CUST02501,2026-04-24,Billing,Low,87,Resolved,5
TICK0006532,CUST02502,02/19/2025,Feature Request,Low,51,Resolved,4
TICK0006533,CUST02504,2025-03-24,How-To Question,Low,88,Resolved,4
TICK0006534,CUST02504,2025-12-16,Feature Request,Low,56,Resolved,5
TICK0006535,CUST02504,2024-07-01,Billing,Low,12,Resolved,4
TICK0006536,CUST02505,2024-07-27,Technical Issue,Low,58,Resolved,
TICK0006537,CUST02505,2026-05-23,Bug Report,Low,73,Resolved,4
TICK0006538,CUST02505,2025-03-02,Account Access,Medium,41,Resolved,4
TICK0006539,CUST02505,2024-07-31,Performance,Medium,8,Resolved,4
TICK0006540,CUST02506,2026-09-01,How-To Question,Low,58,Resolved,3
TICK0006541,CUST02506,2026-02-25,Feature Request,Low,55,Resolved,1
TICK0006542,CUST02506,2026-03-07,Account Access,Medium,45,Pending,3
TICK0006543,CUST02506,2026-08-01,Account Access,Low,85,Resolved,3
TICK0006544,CUST02507,2026-03-29,Integration,Low,54,Pending,4
TICK0006545,CUST02507,05/17/2025,How-To Question,Medium,10,Resolved,4
TICK0006546,CUST02508,2026-02-13,Performance,High,35,Resolved,4
TICK0006547,CUST02509,2025-08-16,Account Access,Low,100,Pending,5
TICK0006548,CUST02509,2025-03-30,Performance,Low,71,Resolved,5
TICK0006549,CUST02510,2026-09-01,Performance,Medium,46,Resolved,4
TICK0006550,CUST02510,2026-09-05,Billing,Low,87,Resolved,1
TICK0006551,CUST02510,2026-08-26,Feature Request,Low,85,Pending,3
TICK0006552,CUST02510,2026-09-04,Performance,Low,95,Resolved,4
TICK0006553,CUST02510,2026-09-06,Performance,Low,24,Resolved,4
TICK0006554,CUST02510,2026-09-19,Feature Request,Low,87,Pending,5
TICK0006555,CUST02512,2025-07-08,Feature Request,Medium,55,Pending,1
TICK0006556,CUST02512,2026-04-25,Account Access,Low,81,Open,5
TICK0006557,CUST02514,2025-02-09,Feature Request,Low,63,Resolved,3
TICK0006558,CUST02514,2024-06-01,Feature Request,Low,31,Resolved,2
TICK0006559,CUST02515,2026-05-05,Bug Report,Urgent,18,Resolved,3
TICK0006560,CUST02516,2025-05-25,Account Access,Low,78,Resolved,5
TICK0006561,CUST02517,2025-08-04,Account Access,Low,86,Resolved,5
TICK0006562,CUST02517,2025-08-04,Bug Report,Medium,69,Resolved,5
TICK0006563,CUST02517,2025-10-04,Account Access,Low,73,Resolved,4
TICK0006564,CUST02518,2026-06-28,Bug Report,Low,175,Resolved,2
TICK0006565,CUST02518,2024-08-04,Integration,Medium,97,Resolved,2
TICK0006566,CUST02518,2025-01-15,Integration,Urgent,19,Resolved,4
TICK0006567,CUST02518,2026-08-22,Bug Report,Low,96,Resolved,1
TICK0006568,CUST02519,2025-07-06,Bug Report,Medium,55,Resolved,5
TICK0006569,CUST02519,2024-11-19,Integration,Medium,53,Resolved,5
TICK0006570,CUST02520,2026-09-12,Feature Request,Low,61,Resolved,5
TICK0006571,CUST02520,2026-08-17,Bug Report,Medium,64,Resolved,2
TICK0006572,CUST02521,2026-06-20,Bug Report,Medium,20,Resolved,3
TICK0006573,CUST02521,2024-12-29,Integration,Medium,45,Resolved,3
TICK0006574,CUST02521,2026-07-21,Account Access,Low,177,Pending,2
TICK0006575,CUST02522,2025-11-14,Performance,Low,36,Resolved,3
TICK0006576,CUST02522,2024-11-15,Integration,Urgent,14,Resolved,2
TICK0006577,CUST02522,2025-10-31,Performance,Low,24,Resolved,4
TICK0006578,CUST02522,2026-02-26,Integration,Urgent,5,Resolved,2
TICK0006579,CUST02523,2026-09-18,Billing,High,27,Resolved,5
TICK0006580,CUST02523,2026-08-13,Feature Request,Low,94,Resolved,4
TICK0006581,CUST02525,2026-03-04,How-To Question,Medium,42,Resolved,4
TICK0006582,CUST02525,2026-01-07,Technical Issue,Low,22,Resolved,5
TICK0006583,CUST02526,2026-03-11,Account Access,High,27,Resolved,5
TICK0006584,CUST02526,2025-12-21,Integration,High,23,Resolved,4
TICK0006585,CUST02528,2025-02-19,Account Access,Low,112,Resolved,1
TICK0006586,CUST02528,2025-02-11,Bug Report,Medium,89,Resolved,1
TICK0006587,CUST02530,2026-01-21,Technical Issue,Low,37,Resolved,5
TICK0006588,CUST02530,2026-01-28,Integration,Medium,37,Resolved,5
TICK0006589,CUST02530,2026-06-18,How-To Question,Medium,58,Resolved,5
TICK0006590,CUST02530,2026-07-31,Performance,Low,77,Resolved,
TICK0006591,CUST02531,2026-07-09,Performance,Low,141,Resolved,2
TICK0006592,CUST02531,2026-07-08,Bug Report,Medium,75,Resolved,1
TICK0006593,CUST02531,2026-08-11,Account Access,Medium,104,Resolved,1
TICK0006594,CUST02531,2026-08-18,Integration,Low,89,Resolved,1
TICK0006595,CUST02531,2026-08-30,Technical Issue,Medium,96,Resolved,1
TICK0006596,CUST02532,2026-04-22,Performance,Medium,38,Resolved,5
TICK0006597,CUST02532,2026-07-10,Performance,Low,61,Resolved,3
TICK0006598,CUST02533,2024-07-12,Billing,Medium,28,Resolved,3
TICK0006599,CUST02533,2026-06-27,Billing,Low,104,Resolved,5
TICK0006600,CUST02534,2026-08-31,Feature Request,Medium,60,Resolved,2
