payment_id,transaction_id,customer_id,subscription_id,payment_date,payment_method,amount,paid_amount,payment_status
PAY00024370,TXN00024370,CUST01739,SUB01739,2024-10-02,Debit Card,4500,4500,Successful
PAY00024371,TXN00024371,CUST01739,SUB01739,2024-11-01,Debit Card,4500,4500,Successful
PAY00024372,TXN00024372,CUST01739,SUB01739,2024-12-03,Credit Card,4500,4500,Successful
PAY00024373,TXN00024373,CUST01739,SUB01739,2025-01-04,Bank Transfer,4500,4500,Successful
PAY00024374,TXN00024374,CUST01739,SUB01739,2025-02-02,Debit Card,4500,4500,Successful
PAY00024375,TXN00024375,CUST01739,SUB01739,2025-03-07,M-Pesa,4500,4500,Late
PAY00024376,TXN00024376,CUST01739,SUB01739,2025-04-03,Credit Card,4500,4500,Successful
PAY00024377,TXN00024377,CUST01739,SUB01739,2025-05-02,M-Pesa,4500,4500,Successful
PAY00024378,TXN00024378,CUST01739,SUB01739,2025-06-01,M-Pesa,4500,4500,Successful
PAY00024379,TXN00024379,CUST01739,SUB01739,2025-07-02,Credit Card,4500,4500,Successful
PAY00024380,TXN00024380,CUST01739,SUB01739,2025-08-04,Debit Card,4500,4500,Successful
PAY00024381,TXN00024381,CUST01739,SUB01739,2025-09-04,M-Pesa,4500,4500,Successful
PAY00024382,TXN00024382,CUST01739,SUB01739,2025-10-04,Bank Transfer,4500,4500,Successful
PAY00024383,TXN00024383,CUST01739,SUB01739,2025-11-01,Bank Transfer,4500,4500,Successful
PAY00024384,TXN00024384,CUST01739,SUB01739,2025-12-17,M-Pesa,4500,4500,Late
PAY00024385,TXN00024385,CUST01739,SUB01739,"Jan 01, 2026",Debit Card,4500,4500,Successful
PAY00024386,TXN00024386,CUST01739,SUB01739,2026-02-04,M-Pesa,4500,4500,Successful
PAY00024387,TXN00024387,CUST01739,SUB01739,2026-03-13,Bank Transfer,4500,4500,Late
PAY00024388,TXN00024388,CUST01739,SUB01739,2026-04-04,Bank Transfer,4500,4500,Successful
PAY00024389,TXN00024389,CUST01739,SUB01739,2026-05-03,M-Pesa,4500,4500,Successful
PAY00024390,TXN00024390,CUST01739,SUB01739,2026-06-21,Credit Card,4500,4500,Late
PAY00024391,TXN00024391,CUST01739,SUB01739,2026-07-08,Debit Card,4500,4500,Late
PAY00024392,TXN00024392,CUST01739,SUB01739,2026-08-04,Debit Card,4500,4500,Successful
PAY00024393,TXN00024393,CUST01739,SUB01739,2026-09-06,Debit Card,4500,0,Failed
PAY00024394,TXN00024394,CUST01740,SUB01740,2026-04-04,M-Pesa,18000,18000,Successful
PAY00024395,TXN00024395,CUST01741,SUB01741,2026-01-04,Credit Card,54000,54000,Successful
PAY00024396,TXN00024396,CUST01742,SUB01742,2026-02-04,Bank Transfer,1500,1500,Successful
PAY00024397,TXN00024397,CUST01742,SUB01742,2026-03-04,Bank Transfer,1500,1500,Successful
PAY00024398,TXN00024398,CUST01742,SUB01742,2026-04-01,M-Pesa,1500,1500,Successful
PAY00024399,TXN00024399,CUST01742,SUB01742,2026-05-02,Credit Card,1500,1500,Successful
PAY00024400,TXN00024400,CUST01742,SUB01742,2026-06-02,M-Pesa,1500,1500,Successful
PAY00024401,TXN00024401,CUST01742,SUB01742,2026-07-02,Bank Transfer,1500,1500,Successful
PAY00024402,TXN00024402,CUST01742,SUB01742,2026-08-03,Debit Card,1500,1500,Successful
PAY00024403,TXN00024403,CUST01742,SUB01742,2026-09-04,M-Pesa,1500,1500,Successful
PAY00024404,TXN00024404,CUST01743,SUB01743,2023-11-04,Debit Card,1500,1500,Successful
PAY00024405,TXN00024405,CUST01743,SUB01743,2023-12-04,Debit Card,1500,1500,Successful
PAY00024406,TXN00024406,CUST01743,SUB01743,2024-01-01,Bank Transfer,1500,1500,Successful
PAY00024407,TXN00024407,CUST01743,SUB01743,2024-02-01,Credit Card,1500,1500,Successful
PAY00024408,TXN00024408,CUST01743,SUB01743,2024-03-03,Credit Card,1500,1500,Successful
PAY00024409,TXN00024409,CUST01743,SUB01743,2024-04-03,Debit Card,1500,1500,Successful
PAY00024410,TXN00024410,CUST01743,SUB01743,2024-05-04,M-Pesa,1500,1500,Successful
PAY00024411,TXN00024411,CUST01743,SUB01743,2024-06-01,M-Pesa,1500,1500,Successful
PAY00024412,TXN00024412,CUST01743,SUB01743,2024-07-03,M-Pesa,1500,0,Failed
PAY00024413,TXN00024413,CUST01743,SUB01743,2024-08-14,Bank Transfer,1500,1500,Late
PAY00024414,TXN00024414,CUST01743,SUB01743,2024-09-04,M-Pesa,1500,1500,Successful
PAY00024415,TXN00024415,CUST01743,SUB01743,2024-10-04,Debit Card,1500,1500,Successful
PAY00024416,TXN00024416,CUST01743,SUB01743,2024-11-04,Credit Card,1500,1500,Successful
PAY00024417,TXN00024417,CUST01743,SUB01743,2024-12-01,Debit Card,1500,1500,Successful
PAY00024418,TXN00024418,CUST01743,SUB01743,2025-01-01,Bank Transfer,1500,1500,Successful
PAY00024419,TXN00024419,CUST01743,SUB01743,2025-02-17,M-Pesa,1500,1500,Late
PAY00024420,TXN00024420,CUST01743,SUB01743,2025-03-03,Credit Card,1500,1500,Successful
PAY00024421,TXN00024421,CUST01743,SUB01743,2025-04-04,M-Pesa,1500,1500,Successful
PAY00024422,TXN00024422,CUST01743,SUB01743,2025-05-06,Credit Card,1500,1500,Late
PAY00024423,TXN00024423,CUST01743,SUB01743,2025-06-01,Credit Card,1500,1500,Successful
PAY00024424,TXN00024424,CUST01743,SUB01743,2025-07-03,M-Pesa,1500,1500,Successful
PAY00024425,TXN00024425,CUST01743,SUB01743,2025-08-02,Debit Card,1500,1500,Successful
PAY00024426,TXN00024426,CUST01743,SUB01743,2025-09-02,M-Pesa,1500,1500,Successful
PAY00024427,TXN00024427,CUST01743,SUB01743,2025-10-01,Debit Card,1500,1500,Successful
PAY00024428,TXN00024428,CUST01743,SUB01743,2025-11-19,Debit Card,1500,1500,Late
PAY00024429,TXN00024429,CUST01743,SUB01743,2025-12-04,M-Pesa,1500,1500,Successful
PAY00024430,TXN00024430,CUST01743,SUB01743,2026-01-04,Bank Transfer,1500,1500,Successful
PAY00024431,TXN00024431,CUST01743,SUB01743,2026-02-03,M-Pesa,1500,1500,Successful
PAY00024432,TXN00024432,CUST01743,SUB01743,2026-03-08,Debit Card,1500,0,Failed
PAY00024433,TXN00024433,CUST01743,SUB01743,2026-04-04,Bank Transfer,1500,1500,Successful
PAY00024434,TXN00024434,CUST01743,SUB01743,2026-05-04,Credit Card,1500,1500,Successful
PAY00024435,TXN00024435,CUST01743,SUB01743,2026-06-01,Credit Card,1500,1500,Successful
PAY00024436,TXN00024436,CUST01743,SUB01743,2026-07-02,Credit Card,1500,1500,Successful
PAY00024437,TXN00024437,CUST01743,SUB01743,2026-08-04,Bank Transfer,1500,1500,Successful
PAY00024438,TXN00024438,CUST01743,SUB01743,2026-09-06,Debit Card,1500,1500,Late
PAY00024439,TXN00024439,CUST01744,SUB01744,2026-05-04,M-Pesa,4500,4500,Successful
PAY00024440,TXN00024440,CUST01744,SUB01744,2026-06-01,M-Pesa,4500,4500,Successful
PAY00024441,TXN00024441,CUST01744,SUB01744,2026-07-02,Credit Card,4500,4500,Successful
PAY00024442,TXN00024442,CUST01744,SUB01744,2026-08-02,M-Pesa,4500,4500,Successful
PAY00024443,TXN00024443,CUST01744,SUB01744,2026-09-04,M-Pesa,4500,4500,Successful
PAY00024444,TXN00024444,CUST01745,SUB01745,2024-04-03,Credit Card,1500,1500,Successful
PAY00024445,TXN00024445,CUST01745,SUB01745,2024-05-02,Debit Card,1500,1500,Successful
PAY00024446,TXN00024446,CUST01745,SUB01745,2024-06-04,Credit Card,1500,1500,Successful
PAY00024447,TXN00024447,CUST01745,SUB01745,2024-07-01,Debit Card,1500,1500,Successful
PAY00024448,TXN00024448,CUST01745,SUB01745,2024-08-02,Credit Card,1500,1500,Successful
PAY00024449,TXN00024449,CUST01745,SUB01745,2024-09-03,Credit Card,1500,1500,Successful
PAY00024450,TXN00024450,CUST01745,SUB01745,2024-10-03,M-Pesa,1500,1500,Successful
PAY00024451,TXN00024451,CUST01745,SUB01745,2024-11-04,Bank Transfer,1500,1500,Successful
PAY00024452,TXN00024452,CUST01745,SUB01745,2024-12-03,Credit Card,1500,1500,Successful
PAY00024453,TXN00024453,CUST01745,SUB01745,2025-01-04,Bank Transfer,1500,1500,Successful
PAY00024454,TXN00024454,CUST01745,SUB01745,2025-02-04,Debit Card,1500,1500,Successful
PAY00024455,TXN00024455,CUST01745,SUB01745,2025-03-04,M-Pesa,1500,1500,Successful
PAY00024456,TXN00024456,CUST01745,SUB01745,2025-04-03,Bank Transfer,1500,1500,Successful
PAY00024457,TXN00024457,CUST01745,SUB01745,2025-05-03,Bank Transfer,1500,1500,Successful
PAY00024458,TXN00024458,CUST01745,SUB01745,2025-06-02,Debit Card,1500,1500,Successful
PAY00024459,TXN00024459,CUST01745,SUB01745,2025-07-04,Bank Transfer,1500,1500,Successful
PAY00024460,TXN00024460,CUST01745,SUB01745,2025-08-04,Credit Card,1500,1500,Successful
PAY00024461,TXN00024461,CUST01745,SUB01745,2025-09-03,Credit Card,1500,1500,Successful
PAY00024462,TXN00024462,CUST01745,SUB01745,2025-10-02,Credit Card,1500,1500,Successful
PAY00024463,TXN00024463,CUST01745,SUB01745,2025-11-02,Credit Card,1500,1500,Successful
PAY00024464,TXN00024464,CUST01745,SUB01745,2025-12-03,Credit Card,1500,1500,Successful
PAY00024465,TXN00024465,CUST01745,SUB01745,2026-01-04,M-Pesa,1500,1500,Successful
PAY00024466,TXN00024466,CUST01745,SUB01745,2026-02-02,Credit Card,1500,1500,Successful
PAY00024467,TXN00024467,CUST01745,SUB01745,2026-03-02,Debit Card,1500,1500,Successful
PAY00024468,TXN00024468,CUST01745,SUB01745,2026-04-01,Bank Transfer,1500,1500,Successful
PAY00024469,TXN00024469,CUST01745,SUB01745,2026-05-03,M-Pesa,1500,1500,Successful
PAY00024470,TXN00024470,CUST01745,SUB01745,2026-06-07,M-Pesa,1500,0,Failed
PAY00024471,TXN00024471,CUST01745,SUB01745,2026-07-03,Credit Card,1500,1500,Successful
PAY00024472,TXN00024472,CUST01745,SUB01745,2026-08-04,bank transfer,1500,1500,Successful
PAY00024473,TXN00024473,CUST01745,SUB01745,2026-09-06,Debit Card,1500,1500,Late
PAY00024474,TXN00024474,CUST01746,SUB01746,2024-06-03,M-Pesa,20000,20000,Successful
PAY00024475,TXN00024475,CUST01746,SUB01746,2024-07-02,Credit Card,20000,20000,Successful
PAY00024476,TXN00024476,CUST01746,SUB01746,2024-08-04,Credit Card,20000,20000,Successful
PAY00024477,TXN00024477,CUST01746,SUB01746,2024-09-02,Debit Card,20000,20000,Successful
PAY00024478,TXN00024478,CUST01746,SUB01746,2024-10-02,Bank Transfer,20000,20000,Successful
PAY00024479,TXN00024479,CUST01746,SUB01746,2024-11-04,Credit Card,20000,20000,Successful
PAY00024480,TXN00024480,CUST01746,SUB01746,2024-12-04,Credit Card,20000,20000,Successful
PAY00024481,TXN00024481,CUST01746,SUB01746,2025-01-02,Debit Card,20000,20000,Successful
PAY00024482,TXN00024482,CUST01746,SUB01746,2025-02-03,Debit Card,20000,20000,Successful
PAY00024483,TXN00024483,CUST01746,SUB01746,2025-03-03,Bank Transfer,20000,20000,Successful
PAY00024484,TXN00024484,CUST01746,SUB01746,2025-04-01,Debit Card,20000,20000,Successful
PAY00024485,TXN00024485,CUST01746,SUB01746,2025-05-02,Bank Transfer,20000,20000,Successful
PAY00024486,TXN00024486,CUST01746,SUB01746,2025-06-01,M-Pesa,20000,20000,Successful
PAY00024487,TXN00024487,CUST01746,SUB01746,2025-07-04,Credit Card,20000,20000,Successful
PAY00024488,TXN00024488,CUST01746,SUB01746,2025-08-01,M-Pesa,20000,20000,Successful
PAY00024489,TXN00024489,CUST01746,SUB01746,2025-09-01,Bank Transfer,20000,20000,Successful
PAY00024490,TXN00024490,CUST01746,SUB01746,2025-10-04,M-Pesa,20000,20000,Successful
PAY00024491,TXN00024491,CUST01746,SUB01746,2025-11-04,Debit Card,20000,20000,Successful
PAY00024492,TXN00024492,CUST01746,SUB01746,2025-12-03,Bank Transfer,20000,20000,Successful
PAY00024493,TXN00024493,CUST01746,SUB01746,2026-01-04,Debit Card,20000,20000,Successful
PAY00024494,TXN00024494,CUST01746,SUB01746,2026-02-04,Debit Card,20000,20000,Successful
PAY00024495,TXN00024495,CUST01746,SUB01746,2026-03-02,Bank Transfer,20000,20000,Successful
PAY00024496,TXN00024496,CUST01746,SUB01746,2026-04-01,M-Pesa,20000,20000,Successful
PAY00024497,TXN00024497,CUST01746,SUB01746,2026-05-03,Debit Card,20000,20000,Successful
PAY00024498,TXN00024498,CUST01746,SUB01746,2026-06-02,Bank Transfer,20000,20000,Successful
PAY00024499,TXN00024499,CUST01746,SUB01746,2026-07-01,Bank Transfer,20000,20000,Successful
PAY00024500,TXN00024500,CUST01746,SUB01746,2026-08-02,Bank Transfer,20000,20000,Successful
PAY00024501,TXN00024501,CUST01746,SUB01746,2026-09-16,Credit Card,20000,20000,Late
PAY00024502,TXN00024502,CUST01747,SUB01747,2024-07-01,Debit Card,1500,1500,Successful
PAY00024503,TXN00024503,CUST01747,SUB01747,2024-08-02,Bank Transfer,1500,1500,Successful
PAY00024504,TXN00024504,CUST01747,SUB01747,2024-09-01,Debit Card,1500,1500,Successful
PAY00024505,TXN00024505,CUST01747,SUB01747,2024-10-03,Credit Card,1500,1500,Successful
PAY00024506,TXN00024506,CUST01747,SUB01747,2024-11-02,Debit Card,1500,1500,Successful
PAY00024507,TXN00024507,CUST01747,SUB01747,2024-12-04,M-Pesa,1500,1500,Successful
PAY00024508,TXN00024508,CUST01747,SUB01747,2025-01-01,M-Pesa,1500,1500,Successful
PAY00024509,TXN00024509,CUST01747,SUB01747,2025-02-01,M-Pesa,1500,1500,Successful
PAY00024510,TXN00024510,CUST01747,SUB01747,2025-03-01,Credit Card,1500,1500,Successful
PAY00024511,TXN00024511,CUST01747,SUB01747,2025-04-01,M-Pesa,1500,1500,Successful
PAY00024512,TXN00024512,CUST01748,SUB01748,2026-03-03,Bank Transfer,1500,1500,Successful
PAY00024513,TXN00024513,CUST01748,SUB01748,2026-04-03,Credit Card,1500,1500,Successful
PAY00024514,TXN00024514,CUST01748,SUB01748,2026-05-03,Bank Transfer,1500,1500,Successful
PAY00024515,TXN00024515,CUST01748,SUB01748,2026-06-03,M-Pesa,1500,1500,Successful
PAY00024516,TXN00024516,CUST01748,SUB01748,2026-07-04,Debit Card,1500,1500,Successful
PAY00024517,TXN00024517,CUST01748,SUB01748,2026-08-04,Bank Transfer,1500,1500,Successful
PAY00024518,TXN00024518,CUST01748,SUB01748,2026-09-01,Bank Transfer,1500,1500,Successful
PAY00024519,TXN00024519,CUST01749,SUB01749,2023-11-02,Bank Transfer,1500,1500,Successful
PAY00024520,TXN00024520,CUST01749,SUB01749,2023-12-04,Credit Card,1500,1500,Successful
PAY00024521,TXN00024521,CUST01749,SUB01749,2024-01-04,Debit Card,1500,1500,Successful
PAY00024522,TXN00024522,CUST01749,SUB01749,2024-02-01,Bank Transfer,1500,1500,Successful
PAY00024523,TXN00024523,CUST01749,SUB01749,2024-03-01,M-Pesa,1500,1500,Successful
PAY00024524,TXN00024524,CUST01749,SUB01749,2024-04-01,Bank Transfer,1500,1500,Successful
PAY00024525,TXN00024525,CUST01749,SUB01749,2024-05-17,Credit Card,1500,1500,Late
PAY00024526,TXN00024526,CUST01749,SUB01749,2024-06-02,Bank Transfer,1500,1500,Successful
PAY00024527,TXN00024527,CUST01749,SUB01749,2024-07-04,Bank Transfer,1500,0,Failed
PAY00024528,TXN00024528,CUST01749,SUB01749,2024-08-10,Credit Card,1500,1500,Late
PAY00024529,TXN00024529,CUST01749,SUB01749,2024-09-04,Debit Card,1500,1500,Successful
PAY00024530,TXN00024530,CUST01749,SUB01749,2024-10-01,M-Pesa,1500,1500,Successful
PAY00024531,TXN00024531,CUST01749,SUB01749,2024-11-02,Bank Transfer,1500,1500,Successful
PAY00024532,TXN00024532,CUST01749,SUB01749,2024-12-04,M-Pesa,1500,1500,Successful
PAY00024533,TXN00024533,CUST01749,SUB01749,2025-01-03,Credit Card,1500,1500,Successful
PAY00024534,TXN00024534,CUST01749,SUB01749,2025-02-01,Debit Card,1500,1500,Successful
PAY00024535,TXN00024535,CUST01749,SUB01749,2025-03-07,Credit Card,1500,0,Failed
PAY00024536,TXN00024536,CUST01749,SUB01749,2025-04-07,Bank Transfer,1500,0,Failed
PAY00024537,TXN00024537,CUST01749,SUB01749,2025-05-03,M-Pesa,1500,1500,Successful
PAY00024538,TXN00024538,CUST01749,SUB01749,2025-06-02,Bank Transfer,1500,1500,Successful
PAY00024539,TXN00024539,CUST01749,SUB01749,2025-07-02,Debit Card,1500,1500,Successful
PAY00024540,TXN00024540,CUST01749,SUB01749,2025-08-01,M-Pesa,1500,1500,Successful
PAY00024541,TXN00024541,CUST01749,SUB01749,2025-09-03,Debit Card,1500,1500,Successful
PAY00024542,TXN00024542,CUST01749,SUB01749,2025-10-03,Bank Transfer,1500,1500,Successful
PAY00024543,TXN00024543,CUST01749,SUB01749,2025-11-02,Debit Card,1500,1500,Successful
PAY00024544,TXN00024544,CUST01749,SUB01749,2025-12-04,Bank Transfer,1500,1500,Successful
PAY00024545,TXN00024545,CUST01749,SUB01749,2026-01-03,Debit Card,1500,1500,Successful
PAY00024546,TXN00024546,CUST01749,SUB01749,2026-02-02,M-Pesa,1500,1500,Successful
PAY00024547,TXN00024547,CUST01749,SUB01749,2026-03-01,Bank Transfer,1500,1500,Successful
PAY00024548,TXN00024548,CUST01749,SUB01749,2026-04-03,Credit Card,1500,1500,Successful
PAY00024549,TXN00024549,CUST01749,SUB01749,2026-05-03,Credit Card,1500,1500,Successful
PAY00024550,TXN00024550,CUST01749,SUB01749,2026-06-04,Debit Card,1500,1500,Successful
PAY00024551,TXN00024551,CUST01749,SUB01749,2026-07-02,Credit Card,1500,1500,Successful
PAY00024552,TXN00024552,CUST01749,SUB01749,2026-08-02,Credit Card,1500,1500,Successful
PAY00024553,TXN00024553,CUST01749,SUB01749,2026-09-01,Bank Transfer,1500,1500,Successful
PAY00024554,TXN00024554,CUST01750,SUB01750,2025-02-02,M-Pesa,4500,4500,Successful
PAY00024555,TXN00024555,CUST01750,SUB01750,2025-03-01,M-Pesa,4500,4500,Successful
PAY00024556,TXN00024556,CUST01750,SUB01750,2025-04-01,Debit Card,4500,4500,Successful
PAY00024557,TXN00024557,CUST01750,SUB01750,2025-05-02,Debit Card,4500,4500,Successful
PAY00024558,TXN00024558,CUST01750,SUB01750,2025-06-02,M-Pesa,4500,4500,Successful
PAY00024559,TXN00024559,CUST01750,SUB01750,2025-07-01,Debit Card,4500,4500,Successful
PAY00024560,TXN00024560,CUST01750,SUB01750,2025-08-02,M-Pesa,4500,4500,Successful
PAY00024561,TXN00024561,CUST01750,SUB01750,2025-09-03,M-Pesa,4500,4500,Successful
PAY00024562,TXN00024562,CUST01750,SUB01750,2025-10-02,Debit Card,4500,4500,Successful
PAY00024563,TXN00024563,CUST01750,SUB01750,2025-11-02,M-Pesa,4500,4500,Successful
PAY00024564,TXN00024564,CUST01750,SUB01750,2025-12-02,Debit Card,4500,4500,Successful
PAY00024565,TXN00024565,CUST01750,SUB01750,2026-01-04,Debit Card,4500,4500,Successful
PAY00024566,TXN00024566,CUST01750,SUB01750,2026-02-04,Credit Card,4500,4500,Successful
PAY00024567,TXN00024567,CUST01750,SUB01750,2026-03-04,Credit Card,4500,4500,Successful
PAY00024568,TXN00024568,CUST01750,SUB01750,2026-04-20,Bank Transfer,4500,4500,Late
PAY00024569,TXN00024569,CUST01751,SUB01751,2026-06-02,Credit Card,1500,1500,Successful
PAY00024570,TXN00024570,CUST01751,SUB01751,2026-07-02,Bank Transfer,1500,1500,Successful
PAY00024571,TXN00024571,CUST01751,SUB01751,2026-08-01,Credit Card,1500,1500,Successful
PAY00024572,TXN00024572,CUST01751,SUB01751,2026-09-07,Credit Card,1500,0,Failed
PAY00024573,TXN00024573,CUST01752,SUB01752,2026-01-01,Debit Card,1500,1500,Successful
PAY00024574,TXN00024574,CUST01752,SUB01752,2026-02-01,M-Pesa,1500,1500,Successful
PAY00024575,TXN00024575,CUST01752,SUB01752,2026-03-01,Debit Card,1500,1500,Successful
PAY00024576,TXN00024576,CUST01752,SUB01752,2026-04-04,M-Pesa,1500,1500,Successful
PAY00024577,TXN00024577,CUST01752,SUB01752,2026-05-03,Credit Card,1500,1500,Successful
PAY00024578,TXN00024578,CUST01752,SUB01752,2026-06-03,Debit Card,1500,1500,Successful
PAY00024579,TXN00024579,CUST01752,SUB01752,2026-07-01,Bank Transfer,1500,1500,Successful
PAY00024580,TXN00024580,CUST01752,SUB01752,2026-08-03,Bank Transfer,1500,1500,Successful
PAY00024581,TXN00024581,CUST01752,SUB01752,2026-09-01,Debit Card,1500,1500,Successful
PAY00024582,TXN00024582,CUST01753,SUB01753,2026-06-02,M-Pesa,4500,4500,Successful
PAY00024583,TXN00024583,CUST01753,SUB01753,2026-07-03,Debit Card,4500,4500,Successful
PAY00024584,TXN00024584,CUST01754,SUB01754,2026-01-02,M-Pesa,1500,1500,Successful
PAY00024585,TXN00024585,CUST01754,SUB01754,2026-02-03,M-Pesa,1500,1500,Successful
PAY00024586,TXN00024586,CUST01754,SUB01754,2026-03-03,M-Pesa,1500,1500,Successful
PAY00024587,TXN00024587,CUST01754,SUB01754,2026-04-01,Bank Transfer,1500,1500,Successful
PAY00024588,TXN00024588,CUST01754,SUB01754,2026-05-03,Bank Transfer,1500,1500,Successful
PAY00024589,TXN00024589,CUST01754,SUB01754,2026-06-01,Bank Transfer,1500,1500,Successful
PAY00024590,TXN00024590,CUST01754,SUB01754,2026-07-01,M-Pesa,1500,1500,Successful
PAY00024591,TXN00024591,CUST01754,SUB01754,2026-08-01,Bank Transfer,1500,1500,Successful
PAY00024592,TXN00024592,CUST01754,SUB01754,2026-09-04,Bank Transfer,1500,1500,Successful
PAY00024593,TXN00024593,CUST01755,SUB01755,2024-03-03,M-Pesa,4500,4500,Successful
PAY00024594,TXN00024594,CUST01755,SUB01755,2024-04-01,Bank Transfer,4500,4500,Successful
PAY00024595,TXN00024595,CUST01755,SUB01755,2024-05-03,Debit Card,4500,4500,Successful
PAY00024596,TXN00024596,CUST01755,SUB01755,2024-06-02,Debit Card,4500,4500,Successful
PAY00024597,TXN00024597,CUST01755,SUB01755,2024-07-04,Bank Transfer,4500,4500,Successful
PAY00024598,TXN00024598,CUST01755,SUB01755,2024-08-19,Debit Card,4500,4500,Late
PAY00024599,TXN00024599,CUST01755,SUB01755,2024-09-02,Credit Card,4500,4500,Successful
PAY00024600,TXN00024600,CUST01755,SUB01755,2024-10-01,Debit Card,4500,4500,Successful
PAY00024601,TXN00024601,CUST01755,SUB01755,2024-11-02,Bank Transfer,4500,4500,Successful
PAY00024602,TXN00024602,CUST01755,SUB01755,2024-12-04,M-Pesa,4500,4500,Successful
PAY00024603,TXN00024603,CUST01755,SUB01755,2025-01-02,M-Pesa,4500,4500,Successful
PAY00024604,TXN00024604,CUST01755,SUB01755,2025-02-03,Debit Card,4500,4500,Successful
PAY00024605,TXN00024605,CUST01755,SUB01755,2025-03-16, M-Pesa ,4500,4500,Late
PAY00024606,TXN00024606,CUST01755,SUB01755,2025-04-01,Bank Transfer,4500,4500,Successful
PAY00024607,TXN00024607,CUST01755,SUB01755,2025-05-05,Credit Card,4500,0,Failed
PAY00024608,TXN00024608,CUST01755,SUB01755,2025-06-03,M-Pesa,4500,4500,Successful
PAY00024609,TXN00024609,CUST01755,SUB01755,2025-07-02,Bank Transfer,4500,4500,Successful
PAY00024610,TXN00024610,CUST01755,SUB01755,2025-08-03,Credit Card,4500,4500,Successful
PAY00024611,TXN00024611,CUST01755,SUB01755,2025-09-04,Bank Transfer,4500,4500,Successful
PAY00024612,TXN00024612,CUST01755,SUB01755,2025-10-02,M-Pesa,4500,4500,Successful
PAY00024613,TXN00024613,CUST01755,SUB01755,2025-11-03,Debit Card,4500,4500,Successful
PAY00024614,TXN00024614,CUST01755,SUB01755,2025-12-01,Bank Transfer,4500,4500,Successful
PAY00024615,TXN00024615,CUST01755,SUB01755,2026-01-01,Credit Card,4500,4500,Successful
PAY00024616,TXN00024616,CUST01755,SUB01755,2026-02-02,M-Pesa,4500,4500,Successful
PAY00024617,TXN00024617,CUST01755,SUB01755,2026-03-14,Credit Card,4500,4500,Late
PAY00024618,TXN00024618,CUST01755,SUB01755,2026-04-03,Bank Transfer,4500,4500,Successful
PAY00024619,TXN00024619,CUST01755,SUB01755,2026-05-20,Credit Card,4500,4500,Late
PAY00024620,TXN00024620,CUST01755,SUB01755,2026-06-02,Credit Card,4500,4500,Successful
PAY00024621,TXN00024621,CUST01755,SUB01755,2026-07-03,M-Pesa,4500,4500,Successful
PAY00024622,TXN00024622,CUST01755,SUB01755,2026-08-03,M-Pesa,4500,4500,Successful
PAY00024623,TXN00024623,CUST01755,SUB01755,2026-09-03,Debit Card,4500,4500,Successful
PAY00024624,TXN00024624,CUST01756,SUB01756,2025-02-01,Bank Transfer,1500,1500,Successful
PAY00024625,TXN00024625,CUST01756,SUB01756,2025-03-03,Bank Transfer,1500,1500,Successful
PAY00024626,TXN00024626,CUST01756,SUB01756,2025-04-03,M-Pesa,1500,1500,Successful
PAY00024627,TXN00024627,CUST01756,SUB01756,2025-05-02,M-Pesa,1500,1500,Successful
PAY00024628,TXN00024628,CUST01756,SUB01756,2025-06-01,Credit Card,1500,1500,Successful
PAY00024629,TXN00024629,CUST01756,SUB01756,2025-07-03,Bank Transfer,1500,1500,Successful
PAY00024630,TXN00024630,CUST01756,SUB01756,2025-08-01,Debit Card,1500,1500,Successful
PAY00024631,TXN00024631,CUST01756,SUB01756,2025-09-03,Debit Card,1500,1500,Successful
PAY00024632,TXN00024632,CUST01756,SUB01756,2025-10-04,Credit Card,1500,1500,Successful
PAY00024633,TXN00024633,CUST01756,SUB01756,2025-11-04, Debit Card ,1500,1500,Successful
PAY00024634,TXN00024634,CUST01756,SUB01756,2025-12-19,Bank Transfer,1500,1500,Late
PAY00024635,TXN00024635,CUST01756,SUB01756,2026-01-02,Bank Transfer,1500,1500,Successful
PAY00024636,TXN00024636,CUST01756,SUB01756,2026-02-02,Credit Card,1500,1500,Successful
PAY00024637,TXN00024637,CUST01756,SUB01756,2026-03-01,Debit Card,1500,1500,Successful
PAY00024638,TXN00024638,CUST01756,SUB01756,2026-04-19,Debit Card,1500,1500,Late
PAY00024639,TXN00024639,CUST01756,SUB01756,2026-05-04,Debit Card,1500,1500,Successful
PAY00024640,TXN00024640,CUST01756,SUB01756,2026-06-02,Debit Card,1500,1500,Successful
PAY00024641,TXN00024641,CUST01756,SUB01756,2026-07-04,Debit Card,1500,1500,Successful
PAY00024642,TXN00024642,CUST01756,SUB01756,2026-08-10,Bank Transfer,1500,1500,Late
PAY00024643,TXN00024643,CUST01756,SUB01756,2026-09-04,Bank Transfer,1500,1500,Successful
PAY00024644,TXN00024644,CUST01757,SUB01757,2023-11-03,M-Pesa,9000,9000,Successful
PAY00024645,TXN00024645,CUST01757,SUB01757,2023-12-03,M-Pesa,9000,9000,Successful
PAY00024646,TXN00024646,CUST01757,SUB01757,2024-01-01,Debit Card,9000,9000,Successful
PAY00024647,TXN00024647,CUST01757,SUB01757,2024-02-07,Bank Transfer,9000,0,Failed
PAY00024648,TXN00024648,CUST01757,SUB01757,2024-03-03,Debit Card,9000,9000,Successful
PAY00024649,TXN00024649,CUST01757,SUB01757,2024-04-04,M-Pesa,9000,9000,Successful
