customer_id,company_name,industry,country,city,company_size,signup_date,acquisition_channel
CUST02898,"Perry, Smith and Johnson",Retail,South Africa,Nakuru,6-10,2026-07-18,Referral
CUST02899,Williams-Gonzales,Healthcare,South Africa,Dar es Salaam,1-5,2025-05-23,Partner
CUST02900,Petersen and Sons,Education,South Africa,Kigali,11-50,2026-02-01,Instagram
CUST02901,"Miller, Turner and Gonzalez",Hospitality,Ghana,Lagos,51-200,2025-03-22,Referral
CUST02902,Coleman Inc,Professional Services,Kenya,Nakuru,6-10,2025-03-13,Partner
CUST02903,Brown-Rose,Manufacturing,Nigeria,Johannesburg,51-200,2025-06-09,Organic Search
CUST02904,Moore PLC,Education,Nigeria,Accra,6-10,2025-03-04,Referral
CUST02905,Brown-Heath,Real Estate,Ghana,Kigali,1-5,2024-05-31,Google Ads
CUST02906,"Cannon, Krueger and Thomas",Retail,Nigeria,Dar es Salaam,11-50,2026-07-06,Partner
CUST02907,"Dorsey, Martin and Shelton",Manufacturing,Tanzania,Mombasa,51-200,2026-04-13,Facebook
CUST02908,Ross LLC,Professional Services,Tanzania,Kigali,6-10,2024-02-18,Facebook
CUST02909,"Sutton, Brown and Bernard",Real Estate,Tanzania,Johannesburg,6-10,2023-11-07,Google Ads
CUST02910,Richards-Brown,Manufacturing,Uganda,Dar es Salaam,201-500,2024-06-01,Referral
CUST02911,Robinson and Sons,Logistics,Ghana,Kampala,1-5,2024-04-03,Facebook
CUST02912,Rosario Group,Professional Services,South Africa,Dar es Salaam,11-50,2025-03-02,LinkedIn
CUST02913,Benton and Sons,Hospitality,Uganda,Dar es Salaam,51-200,2026-08-20,Instagram
CUST02914,"Rodriguez, Yang and Barton",Manufacturing,Tanzania,Dar es Salaam,6-10,2025-10-25,Referral
CUST02915,"Hicks, Love and Leach",Healthcare,Ghana,Nairobi,6-10,2026-07-07,Google Ads
CUST02916,Vaughn PLC,Education,Rwanda,Kigali,51-200,2025-03-06,Organic Search
CUST02917,Ho Group,Logistics,Kenya,Lagos,11-50,2024-02-13,Organic Search
CUST02918,"Patel, Munoz and James",Real Estate,Rwanda,Nairobi,201-500,2024-04-17,Partner
CUST02919,Oliver and Sons,Logistics,Rwanda,Kampala,201-500,2026-04-10,Partner
CUST02920,"Shaw, Torres and Jackson",Professional Services,Nigeria,Mombasa,201-500,2023-10-04,Google Ads
CUST02921,Gardner-Bishop,Logistics,South Africa,Mombasa,201-500,2026-04-23,Facebook
CUST02922,Curtis-Lamb,Logistics,South Africa,Mombasa,201-500,2026-06-02,LinkedIn
CUST02923,Anderson Group,Real Estate,Nigeria,Nakuru,1-5,2025-02-09,Sales Team
CUST02924,"Robertson, Waller and Velez",Healthcare,Rwanda,Accra,6-10,2025-11-12,Partner
CUST02925,"Snyder, Orozco and Goodwin",Professional Services,Uganda,Johannesburg,11-50,2023-10-19,LinkedIn
CUST02926,Phillips-Jones,Logistics,South Africa,Kigali,1-5,2026-01-19,Sales Team
CUST02927,Hall Ltd,Real Estate,Tanzania,Nairobi,201-500,2024-05-23,Sales Team
CUST02928,Roberson Inc,Retail,Kenya,Nakuru,11-50,2024-11-11,Sales Team
CUST02929,Davis-Hernandez,Construction,Tanzania,Nakuru,201-500,2023-10-19,Partner
CUST02930,Odom Ltd,Logistics,Rwanda,Nakuru,201-500,2024-02-13,Partner
CUST02931,Rojas and Sons,Real Estate,Uganda,Nakuru,6-10,2024-01-28,Instagram
CUST02932,Raymond Group,Healthcare,Uganda,Mombasa,1-5,2025-07-05,Organic Search
CUST02933,Newton-Sandoval,Construction,Ghana,Dar es Salaam,1-5,2026-08-21,Partner
CUST02934,"Campbell, Underwood and Richardson",Technology,Uganda,Nakuru,6-10,2024-04-28,Referral
CUST02935,Church-Johnson,Construction,Rwanda,Kampala,6-10,2026-04-08,Instagram
CUST02936,Parks Ltd,Technology,Kenya,Kisumu,51-200,2024-02-24,Google Ads
CUST02937,"Moreno, Valencia and Gomez",Education,Kenya,Accra,6-10,2024-10-30,Sales Team
CUST02938,King PLC,Retail,Rwanda,Accra,51-200,2025-06-07,Instagram
CUST02939,Jones-Young,Hospitality,South Africa,Kigali,201-500,2026-04-15,Google Ads
CUST02940,Jennings LLC,Professional Services,Uganda,Lagos,201-500,2026-07-17,Google Ads
CUST02941,Campbell Ltd,Construction,South Africa,Nakuru,1-5,2025-01-06,LinkedIn
CUST02942,Ramirez-Johnson,Real Estate,Tanzania,Dar es Salaam,51-200,2023-10-04,Instagram
CUST02943,"Kim, Carter and Rodriguez",Hospitality,Kenya,Lagos,11-50,2025-07-22,LinkedIn
CUST02944,"Wheeler, Adams and Reed",Healthcare,Ghana,Mombasa,51-200,2025-05-14,Organic Search
CUST02945,"Gay, Barron and Matthews",Retail,Rwanda,Kigali,51-200,2025-09-06,Google Ads
CUST02946,"Everett, Evans and Rodriguez",Technology,Tanzania,Kampala,1-5,2025-01-04,Sales Team
CUST02947,"Jimenez, Robinson and Franklin",Healthcare,Uganda,Mombasa,51-200,2023-11-08,LinkedIn
CUST02948,"Goodwin, Jenkins and Miller",Retail,Tanzania,Dar es Salaam,1-5,2025-03-18,Facebook
CUST02949,Shannon LLC,Hospitality,Uganda,Johannesburg,1-5,2025-09-26,Facebook
CUST02950,Bennett Group,Logistics,Uganda,Kisumu,51-200,2023-11-27,Organic Search
CUST02951,Rodriguez Inc,Retail,Ghana,Nakuru,11-50,2026-04-03,Partner
CUST02952,Mcdaniel and Sons,Real Estate,Rwanda,Kisumu,51-200,2025-06-26,Facebook
CUST02953,"Black, Walker and Miller",Construction,Ghana,Kisumu,6-10,2025-01-14,Partner
CUST02954,"Simpson, Pierce and Romero",Professional Services,South Africa,Kisumu,1-5,2025-10-18,LinkedIn
CUST02955,"Castillo, Porter and Lynch",Hospitality,Tanzania,Kigali,11-50,2026-02-13,Referral
CUST02956,"Coffey, Williams and Hall",Real Estate,Tanzania,Nairobi,1-5,2025-05-27,Partner
CUST02957,Campbell-Wise,Retail,Rwanda,Nairobi,6-10,2025-06-29,Sales Team
CUST02958,"Sanchez, Crawford and Miller",Retail,Ghana,Kigali,201-500,2024-09-01,Facebook
CUST02959,Dickerson-Baker,Construction,Kenya,Nairobi,11-50,2025-05-13,Instagram
CUST02960,Jenkins PLC,Professional Services,Rwanda,Mombasa,1-5,2024-11-24,LinkedIn
CUST02961,Parrish-Burns,Manufacturing,Rwanda,Lagos,51-200,2024-01-17,Facebook
CUST02962,"Flores, Mcneil and Osborn",Real Estate,South Africa,Nairobi,11-50,2024-07-17,LinkedIn
CUST02963,Boyle-Robinson,Manufacturing,Tanzania,Kisumu,11-50,2024-03-24,Partner
CUST02964,Reyes PLC,Real Estate,Nigeria,Mombasa,51-200,2024-06-11,LinkedIn
CUST02965,Wright Ltd,Real Estate,Uganda,Kisumu,6-10,2025-08-22,Facebook
CUST02966,Gordon Inc,Construction,Uganda,Mombasa,1-5,2026-06-09,Sales Team
CUST02967,"Brooks, Wilson and Payne",Healthcare,Ghana,Mombasa,6-10,2024-11-13,Instagram
CUST02968,"Ramsey, Jimenez and Richard",Healthcare,Uganda,Kampala,11-50,2024-04-08,LinkedIn
CUST02969,Cantu Ltd,Real Estate,Ghana,Lagos,201-500,2025-05-19,Referral
CUST02970,Hughes Inc,Construction,Tanzania,Kigali,11-50,2025-04-15,Facebook
CUST02971,Cisneros-Jensen,Real Estate,Nigeria,Nairobi,51-200,2025-04-15,Organic Search
CUST02972,Dunn Inc,Hospitality,Uganda,Nairobi,6-10,2026-01-20,Organic Search
CUST02973,Tate PLC,Hospitality,Uganda,Kigali,11-50,2024-04-03,Organic Search
CUST02974,"Blevins, Green and Schmidt",Real Estate,Rwanda,Accra,11-50,2025-01-16,Instagram
CUST02975,"Walker, Bradshaw and Moore",Real Estate,Rwanda,Accra,6-10,2025-02-21,LinkedIn
CUST02976,Wilkins Ltd,Real Estate,Tanzania,Lagos,51-200,2026-02-18,Google Ads
CUST02977,Doyle LLC,Healthcare,Nigeria,Lagos,11-50,2025-05-14,Partner
CUST02978,Hall Group,Construction,Tanzania,Dar es Salaam,51-200,2023-11-22,LinkedIn
CUST02979,"Tate, Martinez and Mccoy",Professional Services,Nigeria,Dar es Salaam,201-500,2024-10-03,Referral
CUST02980,Norton Inc,Professional Services,South Africa,Dar es Salaam,51-200,2025-01-20,Organic Search
CUST02981,Johnson-Phillips,Logistics,Uganda,Mombasa,6-10,2026-04-30,LinkedIn
CUST02982,King-Bailey,Professional Services,Kenya,Lagos,11-50,2024-02-12,Facebook
CUST02983,Baker Group,Technology,Tanzania,Accra,51-200,2026-08-07,Google Ads
CUST02984,"Mccormick, Williams and Porter",Logistics,Uganda,Kigali,201-500,2025-12-31,Instagram
CUST02985,"Gonzales, Greene and Reid",Construction,South Africa,Nakuru,1-5,2024-04-16,Instagram
CUST02986,Wood and Sons,Technology,Ghana,Johannesburg,6-10,2025-12-11,Organic Search
CUST02987,"Hickman, Ray and Faulkner",Logistics,Tanzania,Lagos,6-10,2026-02-19,Facebook
CUST02988,"Gay, Hicks and Gamble",Technology,Uganda,Mombasa,6-10,2024-01-03,Instagram
CUST02989,Wyatt-Tyler,Construction,Ghana,Johannesburg,51-200,2024-05-01,Instagram
CUST02990,Williams-Jordan,Healthcare,Kenya,Kigali,11-50,2026-01-29,Sales Team
CUST02991,Hall-Wolfe,Logistics,Rwanda,Accra,51-200,2025-09-27,Partner
CUST02992,Williams-Cook,Construction,Nigeria,Kampala,1-5,2024-07-10,Google Ads
CUST02993,"Hawkins, Harris and Davis",Healthcare,Nigeria,Lagos,11-50,2026-03-01,Instagram
CUST02994,"Martinez, Cherry and Hanna",Real Estate,Ghana,Mombasa,1-5,2024-03-15,Sales Team
CUST02995,Mcdowell-Hicks,Construction,Uganda,Accra,6-10,2025-06-07,Instagram
CUST02996,Mueller Ltd,Education,South Africa,Kisumu,51-200,2024-02-16,Sales Team
CUST02997,Anderson and Sons,Real Estate,Uganda,Nakuru,11-50,2025-03-11,Google Ads
CUST02998,Carney-Jones,Hospitality,Tanzania,Kisumu,51-200,2025-02-19,Google Ads
CUST02999,Santos-Jones,Real Estate,Nigeria,Kisumu,6-10,2024-04-07,LinkedIn
CUST03000,Livingston-Turner,Construction,Nigeria,Kampala,11-50,2025-06-06,Organic Search
CUST03001,Williams PLC,Professional Services,Ghana,Kampala,201-500,2024-07-19,Google Ads
CUST03002,"Tran, Johnson and Fox",Real Estate,Rwanda,Nakuru,51-200,2024-07-13,Referral
CUST03003,"Sanchez, Boyer and Byrd",Professional Services,Ghana,Johannesburg,51-200,2025-09-08,Facebook
CUST03004,"Fernandez, Flores and Parker",Professional Services,South Africa,Dar es Salaam,11-50,2024-10-22,Organic Search
CUST03005,Ingram-Dunn,Education,South Africa,Kampala,1-5,2026-02-10,LinkedIn
CUST03006,Williams-Huber,Education,Ghana,Kisumu,51-200,2025-10-16,Referral
CUST03007,Garcia Group,Hospitality,Ghana,Mombasa,1-5,2024-11-12,Partner
CUST03008,Blanchard-Jones,Hospitality,South Africa,Accra,51-200,2025-04-21,Sales Team
CUST03009,"Evans, Mendoza and Perry",Retail,Nigeria,Mombasa,11-50,2024-10-04,Referral
CUST03010,"Lopez, Roman and Jones",Healthcare,Nigeria,Lagos,11-50,2024-05-14,Sales Team
CUST03011,Rhodes and Sons,Healthcare,Tanzania,Mombasa,1-5,2024-03-07,Google Ads
CUST03012,Nelson-Pacheco,Manufacturing,Uganda,Johannesburg,51-200,2025-08-07,Instagram
CUST03013,Moreno PLC,Real Estate,Rwanda,Kampala,1-5,2025-03-10,LinkedIn
CUST03014,Berry-Warren,Logistics,Ghana,Johannesburg,51-200,2023-09-28,Sales Team
CUST03015,"Chang, Owens and Hutchinson",Retail,Ghana,Mombasa,201-500,2023-12-10,Google Ads
CUST03016,Navarro Group,Real Estate,Kenya,Mombasa,6-10,2026-06-16,Partner
CUST03017,Turner-Vang,Real Estate,Nigeria,Johannesburg,51-200,2023-11-02,Sales Team
CUST03018,"Edwards, Lewis and Ray",Retail,Tanzania,Accra,51-200,2025-01-06,Organic Search
CUST03019,Mcclure LLC,Education,South Africa,Kigali,1-5,2025-11-01,Instagram
CUST03020,"Ford, Morrison and Cox",Real Estate,Uganda,Nairobi,11-50,2025-11-02,Google Ads
CUST03021,Campbell and Sons,Healthcare,Rwanda,Nairobi,51-200,2025-07-19,Referral
CUST03022,"Murray, Espinoza and Hernandez",Technology,South Africa,Dar es Salaam,11-50,2025-05-24,Instagram
CUST03023,Hall LLC,Healthcare,Rwanda,Nairobi,11-50,2026-04-15,LinkedIn
CUST03024,Wilkinson PLC,Healthcare,South Africa,Kisumu,6-10,2026-05-19,Partner
CUST03025,"Jackson, Lopez and Yoder",Education,South Africa,Dar es Salaam,6-10,2024-08-20,LinkedIn
CUST03026,Simmons LLC,Professional Services,Tanzania,Dar es Salaam,201-500,2025-08-27,Instagram
CUST03027,"Vaughn, Ellis and Carter",Technology,South Africa,Kampala,1-5,2026-05-05,Google Ads
CUST03028,"Webb, Case and Baldwin",Education,Tanzania,Johannesburg,51-200,2024-12-12,Facebook
CUST03029,"Spence, Holland and Robles",Education,Uganda,Kampala,51-200,2025-08-20,Partner
CUST03030,Sullivan-Scott,Technology,South Africa,Accra,11-50,2023-09-26,Facebook
CUST03031,"Krueger, Beard and Shannon",Construction,Tanzania,Nairobi,1-5,2025-05-27,Instagram
CUST03032,"Parks, Salazar and Jacobs",Real Estate,Tanzania,Lagos,201-500,2024-06-07,Referral
CUST03033,Reyes-Stokes,Logistics,Ghana,Kisumu,51-200,2025-06-08,Google Ads
CUST03034,Smith and Sons,Hospitality,Kenya,Mombasa,201-500,2024-03-31,Sales Team
CUST03035,"Smith, Peterson and Stout",Healthcare,Uganda,Dar es Salaam,201-500,2024-09-16,Partner
CUST03036,Harris Ltd,Education,Uganda,Kigali,1-5,2026-06-26,Referral
CUST03037,"Rodriguez, Moreno and Gordon",Real Estate,Ghana,Mombasa,11-50,2025-09-13,Instagram
CUST03038,Lindsey-Adams,Manufacturing,South Africa,Nairobi,6-10,2024-10-31,Facebook
CUST03039,"Sherman, Fisher and Bruce",Healthcare,Kenya,Accra,6-10,2024-11-07,Instagram
CUST03040,Underwood LLC,Hospitality,Uganda,Accra,6-10,2025-08-17,Facebook
CUST03041,Phillips-Johnson,Retail,Tanzania,Nakuru,1-5,2024-04-25,LinkedIn
CUST03042,"Woods, Romero and Joyce",Manufacturing,Rwanda,Lagos,201-500,2026-08-06,Instagram
CUST03043,"Martinez, Brooks and Serrano",Education,Uganda,Lagos,201-500,2023-10-21,Sales Team
CUST03044,Drake-Mccormick,Real Estate,Rwanda,Kampala,11-50,2023-10-27,Referral
CUST03045,Waters PLC,Education,Tanzania,Dar es Salaam,6-10,2024-02-03,Partner
CUST03046,Weiss Ltd,Logistics,Tanzania,Mombasa,6-10,2026-05-31,Partner
CUST03047,Price-Sullivan,Hospitality,South Africa,Lagos,201-500,2024-06-25,Facebook
CUST03048,Flores-Taylor,Professional Services,South Africa,Lagos,51-200,2024-11-25,Partner
CUST03049,"Schultz, Santos and Sims",Professional Services,South Africa,Johannesburg,6-10,2024-12-09,Partner
CUST03050,Guerra-King,Logistics,South Africa,Nakuru,51-200,2024-03-16,Referral
CUST03051,"Floyd, Davis and Miller",Real Estate,South Africa,Nairobi,51-200,2025-01-06,LinkedIn
CUST03052,"Bell, Carter and Hopkins",Manufacturing,Ghana,Kigali,1-5,2024-10-25,Facebook
CUST03053,Foster-Pollard,Retail,Ghana,Accra,201-500,2025-09-24,Organic Search
CUST03054,Moss-Davis,Technology,Rwanda,Kisumu,1-5,2025-04-05,Partner
CUST03055,"Herman, Bennett and Gray",Professional Services,Nigeria,Kampala,201-500,2025-03-10,Referral
CUST03056,Ruiz-Contreras,Retail,Nigeria,Johannesburg,51-200,2024-05-24,Sales Team
CUST03057,Steele-Olson,Construction,Rwanda,Nakuru,51-200,2024-01-18,Referral
CUST03058,Jordan-Mendez,Logistics,Nigeria,Kampala,11-50,2024-07-18,Instagram
CUST03059,Jones-Perkins,Real Estate,South Africa,Lagos,51-200,2025-04-04,Facebook
CUST03060,Sampson Inc,Logistics,Nigeria,Johannesburg,11-50,2025-03-22,Organic Search
CUST03061,Gordon Ltd,Real Estate,Kenya,Dar es Salaam,201-500,2026-04-01,Google Ads
CUST03062,Reynolds-Hill,Professional Services,Ghana,Mombasa,201-500,2025-08-03,Sales Team
CUST03063,Lawrence-Miller,Construction,Nigeria,Nakuru,6-10,2025-04-12,Facebook
CUST03064,"Wallace, Hill and Griffin",Construction,Kenya,Accra,1-5,2025-01-02,Partner
CUST03065,"Moss, Schultz and Thomas",Professional Services,Kenya,Kigali,201-500,2025-03-11,Sales Team
CUST03066,King Ltd,Education,Rwanda,Accra,6-10,2023-11-16,Partner
CUST03067,Martinez LLC,Construction,Kenya,Kampala,11-50,2024-06-05,Facebook
CUST03068,"Mcdaniel, Martin and Morales",Education,Tanzania,Accra,1-5,2025-12-15,Facebook
CUST03069,Petty-Ray,Healthcare,Rwanda,Nakuru,6-10,2026-02-04,Partner
CUST03070,Tyler Ltd,Professional Services,Tanzania,Accra,1-5,2023-12-19,Referral
CUST03071,Lester Ltd,Retail,Ghana,Nairobi,201-500,2023-09-24,Organic Search
CUST03072,Lynch-Mcneil,Technology,Kenya,Kisumu,1-5,2024-02-10,Organic Search
CUST03073,"Smith, Weaver and Walters",Retail,Tanzania,Kigali,11-50,2023-10-27,Organic Search
CUST03074,"Moreno, Campbell and Price",Real Estate,Ghana,Dar es Salaam,1-5,2025-01-02,Facebook
CUST03075,Patel Ltd,Hospitality,Nigeria,Johannesburg,51-200,2025-05-15,Facebook
CUST03076,Newman-Roberts,Logistics,Uganda,Dar es Salaam,1-5,2024-01-14,Facebook
CUST03077,Cook Ltd,Real Estate,Tanzania,Johannesburg,6-10,2023-12-16,LinkedIn
CUST03078,"Howell, Blevins and Lewis",Construction,Ghana,Kisumu,51-200,2023-10-01,Organic Search
CUST03079,Gardner-Sullivan,Real Estate,Kenya,Lagos,1-5,2024-07-30,Referral
CUST03080,King LLC,Healthcare,Kenya,Dar es Salaam,6-10,2026-04-25,Facebook
CUST03081,"Montes, Wheeler and Miller",Professional Services,Rwanda,Nakuru,201-500,2023-10-07,Facebook
CUST03082,Silva-Davis,Real Estate,Tanzania,Accra,201-500,2023-10-27,Sales Team
CUST03083,Wood-Rose,Manufacturing,Kenya,Lagos,1-5,2025-08-07,Partner
CUST03084,Brown-Francis,Hospitality,Tanzania,Kisumu,6-10,2026-07-21,LinkedIn
CUST03085,"Hodge, White and Acevedo",Hospitality,South Africa,Kigali,1-5,2024-03-20,Partner
CUST03086,"Cook, Hill and Watson",Retail,Rwanda,Johannesburg,1-5,2024-06-20,Google Ads
CUST03087,"Cruz, Paul and Daniel",Technology,Ghana,Johannesburg,201-500,2026-01-17,Sales Team
CUST03088,"Mercer, Cardenas and Hill",Logistics,Nigeria,Nakuru,11-50,2025-09-09,Partner
CUST03089,"Chapman, Lee and Welch",Construction,Rwanda,Nakuru,11-50,2023-10-31,Sales Team
CUST03090,Norman Group,Education,Rwanda,Kigali,1-5,2023-11-21,LinkedIn
CUST03091,Bishop PLC,Retail,Rwanda,Mombasa,11-50,2025-04-15,LinkedIn
CUST03092,King and Sons,Real Estate,Rwanda,Kampala,51-200,2023-11-17,Referral
CUST03093,Bailey-Sherman,Retail,Ghana,Nairobi,6-10,2025-03-18,Google Ads
CUST03094,Rivera PLC,Healthcare,Ghana,Johannesburg,201-500,2024-02-24,Facebook
CUST03095,Smith-Kennedy,Technology,Nigeria,Nairobi,201-500,2024-07-04,Organic Search
CUST03096,Hardy Ltd,Retail,Tanzania,Kigali,6-10,2025-03-28,Partner
CUST03097,Herrera-Rogers,Logistics,Kenya,Kigali,201-500,2024-02-29,Facebook
CUST03098,"Buck, Savage and Johnson",Logistics,Tanzania,Nairobi,6-10,2025-10-18,Google Ads
CUST03099,"Hale, Hopkins and Bartlett",Manufacturing,Uganda,Nakuru,11-50,2026-01-04,Google Ads
CUST03100,Patrick-Dunn,Hospitality,Rwanda,Nakuru,201-500,2026-05-08,Organic Search
CUST03101,Olson Ltd,Retail,Rwanda,Nakuru,1-5,2026-04-30,Referral
CUST03102,Barron-Norman,Retail,Uganda,Dar es Salaam,6-10,2025-11-04,Sales Team
CUST03103,Tucker LLC,Hospitality,Tanzania,Kigali,1-5,2025-01-11,Facebook
CUST03104,Dalton Inc,Construction,Ghana,Nakuru,201-500,2026-06-04,Referral
CUST03105,Lucas Ltd,Education,Nigeria,Johannesburg,11-50,2024-03-25,Instagram
CUST03106,Schultz-Miller,Healthcare,Rwanda,Nairobi,51-200,2026-03-25,Sales Team
CUST03107,Hernandez-Kim,Education,Tanzania,Nakuru,51-200,2025-02-09,Referral
CUST03108,"Ashley, Holmes and Morales",Real Estate,Kenya,Kigali,1-5,2025-05-14,LinkedIn
CUST03109,Shah PLC,Construction,Nigeria,Nakuru,1-5,2025-08-22,Google Ads
CUST03110,"Meyer, Love and Patton",Professional Services,Uganda,Accra,1-5,2026-03-05,Facebook
CUST03111,Grant-Turner,Logistics,Tanzania,Kisumu,11-50,2025-01-25,Sales Team
CUST03112,Brown-Olson,Healthcare,Ghana,Kampala,11-50,2024-02-14,Referral
CUST03113,"King, Henry and Carter",Professional Services,South Africa,Mombasa,51-200,2026-06-05,Instagram
CUST03114,"Johnson, Collins and Willis",Professional Services,Ghana,Accra,6-10,2026-03-06,Facebook
CUST03115,"Glover, Ferguson and Bass",Logistics,Kenya,Accra,51-200,2024-10-15,Google Ads
CUST03116,"Ortiz, Brown and Miles",Professional Services,Uganda,Nairobi,51-200,2025-07-19,Facebook
CUST03117,Wyatt-Schwartz,Professional Services,South Africa,Mombasa,6-10,2026-07-08,Sales Team
CUST03118,Schmidt-Foster,Real Estate,Tanzania,Accra,6-10,2024-04-18,LinkedIn
CUST03119,"Gonzalez, Santiago and Smith",Real Estate,South Africa,Nairobi,201-500,2025-11-26,Instagram
CUST03120,Fisher-Hebert,Hospitality,Nigeria,Dar es Salaam,1-5,2026-02-02,Organic Search
CUST03121,"Holmes, Le and Hernandez",Construction,Tanzania,Kampala,6-10,2025-08-26,Partner
CUST03122,Snyder LLC,Manufacturing,Uganda,Nairobi,51-200,2026-05-02,Sales Team
CUST03123,"Hawkins, Martin and Salas",Construction,Tanzania,Lagos,1-5,2025-05-29,Instagram
CUST03124,James-Reed,Construction,Nigeria,Nakuru,11-50,2024-01-11,LinkedIn
CUST03125,"Tucker, Clark and Santos",Retail,South Africa,Accra,1-5,2025-01-28,Instagram
CUST03126,"Cummings, Patton and Castro",Real Estate,Ghana,Kampala,201-500,2025-07-14,Facebook
CUST03127,Wang Inc,Construction,Ghana,Dar es Salaam,1-5,2024-07-07,Google Ads
CUST03128,Austin-Green,Professional Services,Rwanda,Lagos,201-500,2026-06-09,Organic Search
CUST03129,Walker Ltd,Real Estate,Nigeria,Kisumu,11-50,2024-04-09,Partner
CUST03130,Johnson Ltd,Retail,Uganda,Mombasa,6-10,2024-10-24,Organic Search
CUST03131,Moore-Powell,Education,Kenya,Johannesburg,1-5,2024-08-22,Sales Team
CUST03132,"Burke, Singh and Watkins",Real Estate,Kenya,Nakuru,1-5,2026-07-03,Google Ads
CUST03133,Hernandez-Lopez,Retail,Nigeria,Accra,201-500,2025-04-13,Sales Team
CUST03134,Brady-Jones,Healthcare,Nigeria,Johannesburg,51-200,2026-02-28,LinkedIn
CUST03135,Flynn-Rivas,Hospitality,Nigeria,Accra,201-500,2024-12-18,Referral
CUST03136,"Cook, Alexander and Garcia",Technology,Nigeria,Accra,51-200,2026-04-04,Facebook
CUST03137,"Mendoza, Frye and Howell",Manufacturing,Ghana,Dar es Salaam,6-10,2024-02-24,Facebook
CUST03138,"Moore, Scott and Wyatt",Healthcare,Nigeria,Kisumu,51-200,2024-02-05,Referral
CUST03139,Johnson PLC,Construction,Tanzania,Nairobi,51-200,2025-06-14,Referral
CUST03140,Wright and Sons,Construction,Kenya,Accra,51-200,2025-06-23,Instagram
CUST03141,Porter-Lee,Education,Uganda,Dar es Salaam,6-10,2026-08-11,Sales Team
CUST03142,Nash Ltd,Education,Rwanda,Accra,51-200,2026-06-21,LinkedIn
CUST03143,Guerra and Sons,Education,Rwanda,Dar es Salaam,11-50,2024-08-20,Partner
CUST03144,Dodson-Walton,Education,Uganda,Lagos,6-10,2024-12-26,Instagram
CUST03145,Lee-Diaz,Hospitality,Nigeria,Nakuru,201-500,2024-12-01,Instagram
CUST03146,"Brown, Thomas and Anderson",Real Estate,Tanzania,Accra,201-500,2024-01-21,Sales Team
CUST03147,Berry PLC,Technology,Nigeria,Kampala,6-10,2026-07-18,Sales Team
CUST03148,"Jenkins, Blanchard and Thomas",Construction,Rwanda,Mombasa,201-500,2024-04-20,LinkedIn
CUST03149,Stone Group,Healthcare,South Africa,Johannesburg,51-200,2026-06-09,Organic Search
CUST03150,King PLC,Hospitality,Uganda,Dar es Salaam,201-500,2026-03-09,Facebook
CUST03151,Clark-Melton,Education,Ghana,Kigali,6-10,2025-01-12,LinkedIn
CUST03152,"Smith, Ford and Richards",Retail,Nigeria,Nakuru,51-200,2024-08-23,Facebook
CUST03153,Weaver-Goodman,Healthcare,Nigeria,Johannesburg,6-10,2024-04-21,Sales Team
CUST03154,"Chen, Holland and Reyes",Real Estate,South Africa,Nakuru,6-10,2025-12-10,Sales Team
CUST03155,"Smith, Watson and Bates",Technology,Rwanda,Nakuru,6-10,2026-05-18,LinkedIn
CUST03156,Boone-Cooper,Technology,Ghana,Johannesburg,201-500,2025-08-11,Organic Search
CUST03157,Mercer Ltd,Professional Services,South Africa,Mombasa,1-5,2023-11-23,Organic Search
CUST03158,Ruiz LLC,Retail,South Africa,Nairobi,11-50,2026-07-07,Google Ads
CUST03159,Brown Group,Technology,Tanzania,Nakuru,6-10,2024-07-26,Instagram
CUST03160,Morris-Clark,Healthcare,South Africa,Mombasa,11-50,2026-06-10,Partner
CUST03161,Wilcox-Howard,Real Estate,South Africa,Accra,51-200,2024-11-13,Partner
CUST03162,Olson PLC,Construction,Tanzania,Kampala,1-5,2024-06-06,Facebook
CUST03163,"Stevens, Rodriguez and Simpson",Construction,Uganda,Kigali,1-5,2026-02-22,Sales Team
CUST03164,Allen-Pacheco,Construction,Ghana,Lagos,51-200,2026-08-04,Referral
CUST03165,"Lee, Castillo and Davis",Hospitality,Kenya,Kisumu,51-200,2024-07-24,Google Ads
CUST03166,Wilson Group,Retail,Uganda,Kigali,51-200,2024-12-05,Sales Team
CUST03167,Garcia-Herrera,Manufacturing,Uganda,Nairobi,201-500,2026-02-15,Partner
CUST03168,Freeman-Rodriguez,Manufacturing,Ghana,Johannesburg,6-10,2025-01-29,LinkedIn
CUST03169,"Medina, Barnes and Patrick",Retail,Rwanda,Johannesburg,11-50,2025-01-31,Partner
CUST03170,Miller Inc,Professional Services,Tanzania,Mombasa,6-10,2025-11-17,Facebook
CUST03171,Evans-Pugh,Real Estate,Tanzania,Kigali,6-10,2025-01-14,Google Ads
CUST03172,Allen-Welch,Hospitality,Nigeria,Dar es Salaam,11-50,2024-06-29,Google Ads
CUST03173,"Wilson, Anderson and Estrada",Technology,Ghana,Accra,1-5,2023-11-21,Sales Team
CUST03174,"Thornton, Johnson and Ware",Construction,Tanzania,Kampala,6-10,2025-08-29,Referral
CUST03175,Rivera Inc,Logistics,Kenya,Accra,11-50,2025-04-26,Facebook
CUST03176,Jones-Johnson,Retail,Nigeria,Nakuru,11-50,2025-01-06,Referral
CUST03177,Thomas-Jacobs,Manufacturing,Rwanda,Dar es Salaam,1-5,2026-04-24,Referral
CUST03178,"Smith, Gilmore and Chavez",Manufacturing,Nigeria,Mombasa,11-50,2026-03-23,Organic Search
