feedback_id,customer_id,feedback_date,feedback_type,rating,sentiment,feedback_text
FDBK0002671,CUST02020,2026-05-10,General Feedback,3,Neutral,We especially like the reporting features.
FDBK0002672,CUST02021,2025-12-05,Survey,2,Negative,The platform is useful but the price is becoming expensive.
FDBK0002673,CUST02021,2026-02-01,General Feedback,4,Positive,The pricing is difficult for our business.
FDBK0002674,CUST02021,2024-07-12,General Feedback,4,Positive,We like the product but the monthly cost is high.
FDBK0002675,CUST02021,2026-04-14,Product Review,5,Positive,The pricing is difficult for our business.
FDBK0002676,CUST02022,2025-04-18,Cancellation Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0002677,CUST02022,2024-11-04,Product Review,4,Positive,We especially like the reporting features.
FDBK0002678,CUST02023,2026-05-17,Product Review,5,Positive,We especially like the reporting features.
FDBK0002679,CUST02024,2025-12-31,Cancellation Feedback,4,Positive,We are happy with the features available.
FDBK0002680,CUST02024,2025-11-24,Cancellation Feedback,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002681,CUST02027,2026-03-16,Survey,2,Negative,We need faster responses when technical problems occur.
FDBK0002682,CUST02027,2026-04-25,Survey,4,Positive,Some support requests took too long to resolve.
FDBK0002683,CUST02029,2026-02-21,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002684,CUST02031,2024-12-26,Cancellation Feedback,1,Negative,We need faster responses when technical problems occur.
FDBK0002685,CUST02031,2024-11-03,Cancellation Feedback,4,Positive,The product is useful but support needs improvement.
FDBK0002686,CUST02031,2025-05-07,Cancellation Feedback,3,Neutral,The product is useful but support needs improvement.
FDBK0002687,CUST02031,2025-08-25,Feature Request,3,Neutral,We have experienced several issues with customer support.
FDBK0002688,CUST02032,2026-01-13,General Feedback,1,Negative,Some support requests took too long to resolve.
FDBK0002689,CUST02033,2026-07-18,Product Review,4,Positive,The platform has been useful for managing our business.
FDBK0002690,CUST02035,2026-08-14,Product Review,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0002691,CUST02035,2026-07-10,Feature Request,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0002692,CUST02036,2026-05-22,Survey,4,Positive,We especially like the reporting features.
FDBK0002693,CUST02036,2026-06-01,Survey,5,Positive,We especially like the reporting features.
FDBK0002694,CUST02038,2025-09-21,Cancellation Feedback,2,Negative,The pricing is difficult for our business.
FDBK0002695,CUST02038,2025-09-08,Cancellation Feedback,4,Positive,The platform is useful but the price is becoming expensive.
FDBK0002696,CUST02038,2025-10-26,Feature Request,4,Positive,We would like more value for the current subscription price.
FDBK0002697,CUST02041,2026-07-17,Survey,4,Positive,We like the product but the monthly cost is high.
FDBK0002698,CUST02044,2026-07-02,Survey,5,Positive,We especially like the reporting features.
FDBK0002699,CUST02046,2025-06-05,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002700,CUST02046,2026-01-16,Feature Request,4,Positive,We are happy with the features available.
FDBK0002701,CUST02046,2025-05-15,Cancellation Feedback,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002702,CUST02047,2026-03-12,General Feedback,5,Positive,The platform is useful but the price is becoming expensive.
FDBK0002703,CUST02048,2026-05-25,Feature Request,4,Positive,We are happy with the features available.
FDBK0002704,CUST02048,2026-07-18,Product Review,4,Positive,The platform has been useful for managing our business.
FDBK0002705,CUST02049,2026-07-23,Product Review,4,Positive,We are happy with the features available.
FDBK0002706,CUST02049,2026-06-03,Product Review,5,Positive,We are happy with the features available.
FDBK0002707,CUST02050,2026-01-14,Survey,5,Positive,The platform has been useful for managing our business.
FDBK0002708,CUST02051,2026-04-08,Survey,3,Neutral,We especially like the reporting features.
FDBK0002709,CUST02052,2025-05-04,Survey,4,Positive,The platform has been useful for managing our business.
FDBK0002710,CUST02052,2024-12-24,General Feedback,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002711,CUST02052,2025-11-21,Survey,5,Positive,We are happy with the features available.
FDBK0002712,CUST02054,2025-08-02,General Feedback,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002713,CUST02054,2026-01-21,Survey,5,Positive,We are happy with the features available.
FDBK0002714,CUST02055,2026-08-28,Product Review,4,Positive,We especially like the reporting features.
FDBK0002715,CUST02056,2025-05-22,Feature Request,1,Negative,The system has helped our team manage invoices more efficiently.
FDBK0002716,CUST02057,2026-06-09,Survey,2,Negative,We especially like the reporting features.
FDBK0002717,CUST02058,2026-08-10,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002718,CUST02058,2026-06-29,Survey,5,Positive,We especially like the reporting features.
FDBK0002719,CUST02059,2025-09-21,Feature Request,4,Positive,The pricing is difficult for our business.
FDBK0002720,CUST02060,2025-10-16,Survey,3,Neutral,We would like more value for the current subscription price.
FDBK0002721,CUST02060,2025-10-07,Survey,4,Positive,We would like more value for the current subscription price.
FDBK0002722,CUST02061,2024-09-09,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002723,CUST02062,2026-06-09,Product Review,3,Neutral,We need faster responses when technical problems occur.
FDBK0002724,CUST02062,2026-08-02,General Feedback,2,Negative,The product is useful but support needs improvement.
FDBK0002725,CUST02063,2026-04-10,Survey,1,Negative,The product is useful but support needs improvement.
FDBK0002726,CUST02063,2025-11-16,Product Review,2,Negative,We have experienced several issues with customer support.
FDBK0002727,CUST02064,2024-10-24,Survey,2,Negative,The platform has been useful for managing our business.
FDBK0002728,CUST02064,2026-01-12,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002729,CUST02065,2025-09-11,General Feedback,3,Neutral,The product is useful but support needs improvement.
FDBK0002730,CUST02066,2026-05-12,Product Review,3,Neutral,We are happy with the features available.
FDBK0002731,CUST02067,2025-04-14,Product Review,5,Positive,We are finding it difficult to get our team to use the platform regularly.
FDBK0002732,CUST02067,2025-07-21,Cancellation Feedback,5,Positive,Our usage of the platform has decreased recently.
FDBK0002733,CUST02068,2026-09-09,Cancellation Feedback,3,Neutral,The pricing is difficult for our business.
FDBK0002734,CUST02070,2026-08-17,Product Review,1,Negative,We like the product but the monthly cost is high.
FDBK0002735,CUST02070,2026-07-27,Product Review,2,Negative,We like the product but the monthly cost is high.
FDBK0002736,CUST02071,2024-10-27,Product Review,4,Positive,The product is useful but support needs improvement.
FDBK0002737,CUST02071,2024-10-05,Feature Request,1,Negative,Some support requests took too long to resolve.
FDBK0002738,CUST02071,2024-10-18,General Feedback,1,Negative,We need faster responses when technical problems occur.
FDBK0002739,CUST02072,2025-07-22,Feature Request,2,Negative,We need faster responses when technical problems occur.
FDBK0002740,CUST02073,2026-09-20,Cancellation Feedback,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002741,CUST02073,2026-09-22,Feature Request,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002742,CUST02074,2026-03-03,Feature Request,1,Negative,We need faster responses when technical problems occur.
FDBK0002743,CUST02075,2026-09-16,Feature Request,1,Negative,The product is useful but support needs improvement.
FDBK0002744,CUST02075,2026-07-06,Product Review,1,Negative,We need faster responses when technical problems occur.
FDBK0002745,CUST02077,2026-03-10,Feature Request,2,Negative,The product is useful but support needs improvement.
FDBK0002746,CUST02078,2026-07-07,Feature Request,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002747,CUST02079,2024-08-24,Survey,4,Positive,The platform has been useful for managing our business.
FDBK0002748,CUST02081,2025-11-03,Cancellation Feedback,1,Negative,The product is useful but support needs improvement.
FDBK0002749,CUST02082,2025-07-03,General Feedback,1,Negative,The platform is useful but the price is becoming expensive.
FDBK0002750,CUST02082,2025-08-06,Cancellation Feedback,5,Positive,We like the product but the monthly cost is high.
FDBK0002751,CUST02082,2025-06-14,Cancellation Feedback,1,Negative,We like the product but the monthly cost is high.
FDBK0002752,CUST02082,2025-06-02,Cancellation Feedback,4,Positive,The pricing is difficult for our business.
FDBK0002753,CUST02083,2026-09-07,Feature Request,1,Negative,Our usage of the platform has decreased recently.
FDBK0002754,CUST02084,2025-12-01,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002755,CUST02084,2025-07-13,Feature Request,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002756,CUST02085,2026-01-04,General Feedback,5,Positive,We would like more value for the current subscription price.
FDBK0002757,CUST02085,2026-07-24,General Feedback,4,Positive,The platform is useful but the price is becoming expensive.
FDBK0002758,CUST02086,2024-12-07,Product Review,3,Neutral,The platform has been useful for managing our business.
FDBK0002759,CUST02086,2025-08-25,Product Review,5,Positive,We are happy with the features available.
FDBK0002760,CUST02087,2024-08-17,General Feedback,1,Negative,The product is useful but support needs improvement.
FDBK0002761,CUST02087,2024-05-21,Cancellation Feedback,5,Positive,We have experienced several issues with customer support.
FDBK0002762,CUST02087,2024-11-08,Survey,1,Negative,The product is useful but support needs improvement.
FDBK0002763,CUST02088,2026-02-16,Survey,3,Neutral,The pricing is difficult for our business.
FDBK0002764,CUST02088,2025-01-13,Product Review,1,Negative,The platform is useful but the price is becoming expensive.
FDBK0002765,CUST02089,2026-01-24,Survey,3,Neutral,The platform has been useful for managing our business.
FDBK0002766,CUST02090,2024-01-02,Product Review,1,Negative,The platform is useful but the price is becoming expensive.
FDBK0002767,CUST02090,2026-04-11,General Feedback,4,Positive,We would like more value for the current subscription price.
FDBK0002768,CUST02090,2024-04-14,Survey,2,Negative,We like the product but the monthly cost is high.
FDBK0002769,CUST02091,2025-02-27,General Feedback,3,Neutral,Our usage of the platform has decreased recently.
FDBK0002770,CUST02091,2026-03-23,Cancellation Feedback,2,Negative,We are not using the platform as much as we expected.
FDBK0002771,CUST02091,2025-08-06,Survey,5,Positive,We are not using the platform as much as we expected.
FDBK0002772,CUST02091,2025-12-09,General Feedback,3,Neutral,Our usage of the platform has decreased recently.
FDBK0002773,CUST02092,2026-09-05,Product Review,5,Positive,We are happy with the features available.
FDBK0002774,CUST02093,2026-05-11,Cancellation Feedback,4,Positive,Some of the features are not being used by our team.
FDBK0002775,CUST02093,2024-10-14,Cancellation Feedback,5,Positive,Our usage of the platform has decreased recently.
FDBK0002776,CUST02093,2026-06-15,Survey,2,Negative,Some of the features are not being used by our team.
FDBK0002777,CUST02094,2025-11-09,Feature Request,5,Positive,We especially like the reporting features.
FDBK0002778,CUST02096,2026-06-18,General Feedback,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002779,CUST02097,2026-06-06,Product Review,4,Positive,The platform has been useful for managing our business.
FDBK0002780,CUST02098,2026-06-25,Product Review,1,Negative,We are not using the platform as much as we expected.
FDBK0002781,CUST02100,2026-03-21,General Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0002782,CUST02100,2025-02-24,Survey,4,Positive,We are happy with the features available.
FDBK0002783,CUST02103,2026-07-28,Feature Request,4,Positive,We are happy with the features available.
FDBK0002784,CUST02103,2025-12-19,Survey,5,Positive,We are happy with the features available.
FDBK0002785,CUST02107,2026-04-18,Feature Request,1,Negative,We need faster responses when technical problems occur.
FDBK0002786,CUST02107,2025-03-22,Survey,1,Negative,We need faster responses when technical problems occur.
FDBK0002787,CUST02107,2025-08-20,Product Review,1,Negative,We have experienced several issues with customer support.
FDBK0002788,CUST02110,2025-10-25,Feature Request,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002789,CUST02111,2024-12-30,Cancellation Feedback,2,Negative,We would like more value for the current subscription price.
FDBK0002790,CUST02112,2026-08-21,Survey,5,Positive,We especially like the reporting features.
FDBK0002791,CUST02115,2026-04-13,Survey,1,Negative,We especially like the reporting features.
FDBK0002792,CUST02115,2025-04-13,Feature Request,5,Positive,The platform has been useful for managing our business.
FDBK0002793,CUST02117,2025-12-22,General Feedback,2,Negative,We have experienced several issues with customer support.
FDBK0002794,CUST02117,2024-02-16,Feature Request,5,Positive,We have experienced several issues with customer support.
FDBK0002795,CUST02119,2026-06-22,Product Review,5,Positive,The platform has been useful for managing our business.
FDBK0002796,CUST02119,2026-09-09,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002797,CUST02120,2026-03-29,Product Review,4,Positive,We are happy with the features available.
FDBK0002798,CUST02120,2026-06-11,Feature Request,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002799,CUST02120,2026-05-14,Product Review,4,Positive,We are happy with the features available.
FDBK0002800,CUST02121,2024-10-17,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002801,CUST02122,2026-06-13,Survey,4,Positive,We especially like the reporting features.
FDBK0002802,CUST02122,2026-07-13,Survey,5,Positive,We are happy with the features available.
FDBK0002803,CUST02122,2026-09-19,Cancellation Feedback,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002804,CUST02122,2026-06-19,Product Review,2,Negative,The platform is easy to use and useful for our daily operations.
FDBK0002805,CUST02123,2026-01-31,General Feedback,2,Negative,The product is useful but support needs improvement.
FDBK0002806,CUST02124,2024-06-03,Survey,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002807,CUST02124,2024-08-08,Feature Request,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002808,CUST02125,2026-06-15,Product Review,2,Negative,We like the product but the monthly cost is high.
FDBK0002809,CUST02126,2026-04-16,Product Review,4,Positive,We especially like the reporting features.
FDBK0002810,CUST02129,2025-06-15,Feature Request,5,Positive,We especially like the reporting features.
FDBK0002811,CUST02129,2025-12-12,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002812,CUST02130,2025-07-28,General Feedback,1,Negative,We like the product but the monthly cost is high.
FDBK0002813,CUST02132,2026-03-21,Product Review,4,Positive,The platform has been useful for managing our business.
FDBK0002814,CUST02134,2025-12-09,General Feedback,1,Negative,The product is useful but support needs improvement.
FDBK0002815,CUST02134,2024-03-28,Survey,1,Negative,The product is useful but support needs improvement.
FDBK0002816,CUST02135,2025-09-03,Survey,5,Positive,We especially like the reporting features.
FDBK0002817,CUST02136,2026-09-23,Survey,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002818,CUST02136,2026-09-13,Survey,4,Positive,We especially like the reporting features.
FDBK0002819,CUST02137,2026-02-24,Product Review,4,Positive,We are not using the platform as much as we expected.
FDBK0002820,CUST02138,2026-05-14,Survey,5,Positive,We especially like the reporting features.
FDBK0002821,CUST02140,2026-05-09,Product Review,4,Positive,We especially like the reporting features.
FDBK0002822,CUST02140,2026-07-30,Product Review,3,Neutral,The platform has been useful for managing our business.
FDBK0002823,CUST02142,2026-06-02,Product Review,3,Neutral,We are finding it difficult to get our team to use the platform regularly.
FDBK0002824,CUST02142,2026-08-15,Survey,2,Negative,Our usage of the platform has decreased recently.
FDBK0002825,CUST02143,2025-09-03,Cancellation Feedback,2,Negative,We are not using the platform as much as we expected.
FDBK0002826,CUST02144,2025-09-03,Feature Request,1,Negative,The pricing is difficult for our business.
FDBK0002827,CUST02144,2025-11-01,Product Review,1,Negative,The pricing is difficult for our business.
FDBK0002828,CUST02144,2026-07-24,General Feedback,3,Neutral,The pricing is difficult for our business.
FDBK0002829,CUST02145,2026-07-30,Survey,1,Negative,We have experienced several issues with customer support.
FDBK0002830,CUST02146,2025-12-23,General Feedback,2,Negative,We have experienced several issues with customer support.
FDBK0002831,CUST02146,2026-03-06,Survey,3,Neutral,We need faster responses when technical problems occur.
FDBK0002832,CUST02146,2026-09-07,Feature Request,2,Negative,We have experienced several issues with customer support.
FDBK0002833,CUST02147,2025-12-31,Cancellation Feedback,1,Negative,We are not using the platform as much as we expected.
FDBK0002834,CUST02148,2026-07-31,Feature Request,1,Negative,Our usage of the platform has decreased recently.
FDBK0002835,CUST02148,2026-02-19,Product Review,2,Negative,We are finding it difficult to get our team to use the platform regularly.
FDBK0002836,CUST02149,2026-01-28,General Feedback,3,Neutral,We have experienced several issues with customer support.
FDBK0002837,CUST02149,2026-09-10,Product Review,2,Negative,Some support requests took too long to resolve.
FDBK0002838,CUST02150,2026-02-25,Survey,1,Negative,We are not using the platform as much as we expected.
FDBK0002839,CUST02150,2026-03-22,Survey,3,Neutral,Our usage of the platform has decreased recently.
FDBK0002840,CUST02152,2026-08-09,Feature Request,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002841,CUST02153,2026-05-09,Cancellation Feedback,4,Positive,We especially like the reporting features.
FDBK0002842,CUST02154,2024-12-03,General Feedback,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002843,CUST02155,2026-07-12,Product Review,5,Positive,Some support requests took too long to resolve.
FDBK0002844,CUST02157,2025-07-11,Survey,3,Neutral,We have experienced several issues with customer support.
FDBK0002845,CUST02157,2026-01-11,Cancellation Feedback,1,Negative,Some support requests took too long to resolve.
FDBK0002846,CUST02158,2026-06-16,Survey,1,Negative,The platform is useful but the price is becoming expensive.
FDBK0002847,CUST02158,2026-06-28,Feature Request,3,Neutral,The pricing is difficult for our business.
FDBK0002848,CUST02158,2026-08-28,Feature Request,2,Negative,We like the product but the monthly cost is high.
FDBK0002849,CUST02159,2025-07-06,Survey,4,Positive,We have experienced several issues with customer support.
FDBK0002850,CUST02159,2026-03-07,Survey,2,Negative,Some support requests took too long to resolve.
FDBK0002851,CUST02160,2024-09-29,Survey,3,Neutral,The pricing is difficult for our business.
FDBK0002852,CUST02160,2026-01-13,Survey,3,Neutral,We would like more value for the current subscription price.
FDBK0002853,CUST02161,2025-04-10,Feature Request,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002854,CUST02162,2026-08-26,Survey,1,Negative,We are finding it difficult to get our team to use the platform regularly.
FDBK0002855,CUST02163,2026-04-20,Feature Request,3,Neutral,We like the product but the monthly cost is high.
FDBK0002856,CUST02163,2025-06-27,Survey,2,Negative,We would like more value for the current subscription price.
FDBK0002857,CUST02163,2024-09-26,General Feedback,2,Negative,We would like more value for the current subscription price.
FDBK0002858,CUST02163,2024-09-18,Feature Request,3,Neutral,We like the product but the monthly cost is high.
FDBK0002859,CUST02165,2025-02-14,Product Review,1,Negative,Our usage of the platform has decreased recently.
FDBK0002860,CUST02165,2024-05-01,Survey,2,Negative,Our usage of the platform has decreased recently.
FDBK0002861,CUST02166,2025-04-14,Feature Request,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002862,CUST02167,2024-12-29,Survey,2,Negative,We would like more value for the current subscription price.
FDBK0002863,CUST02168,2026-07-17,Product Review,4,Positive,The platform has been useful for managing our business.
FDBK0002864,CUST02169,2026-09-19,Feature Request,2,Negative,The product is useful but support needs improvement.
FDBK0002865,CUST02169,2026-05-19,Product Review,2,Negative,We have experienced several issues with customer support.
FDBK0002866,CUST02169,2026-08-30,Survey,4,Positive,We need faster responses when technical problems occur.
FDBK0002867,CUST02171,2025-04-11,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002868,CUST02171,2026-05-24,Survey,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002869,CUST02173,2025-03-17,Survey,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002870,CUST02174,2025-12-17,Survey,3,Neutral,The platform is easy to use and useful for our daily operations.
FDBK0002871,CUST02174,2026-01-29,Survey,4,Positive,The platform has been useful for managing our business.
FDBK0002872,CUST02175,2026-04-29,Cancellation Feedback,1,Negative,The product is useful but support needs improvement.
FDBK0002873,CUST02175,2026-04-25,Product Review,2,Negative,We have experienced several issues with customer support.
FDBK0002874,CUST02176,2026-04-14,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002875,CUST02178,2026-02-05,General Feedback,5,Positive,We are happy with the features available.
FDBK0002876,CUST02179,2026-01-03,Product Review,1,Negative,Some support requests took too long to resolve.
FDBK0002877,CUST02179,2026-09-14,Survey,1,Negative,We need faster responses when technical problems occur.
FDBK0002878,CUST02179,2025-05-12,Survey,1,Negative,Some support requests took too long to resolve.
FDBK0002879,CUST02180,2026-02-22,General Feedback,3,Neutral,We have experienced several issues with customer support.
FDBK0002880,CUST02180,2025-03-04,Feature Request,2,Negative,Some support requests took too long to resolve.
FDBK0002881,CUST02181,2026-07-30,Survey,4,Positive,We especially like the reporting features.
FDBK0002882,CUST02181,2026-08-11,Feature Request,4,Positive,The platform has been useful for managing our business.
FDBK0002883,CUST02182,2026-02-09,Survey,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002884,CUST02183,2025-03-04,Feature Request,5,Positive,We are happy with the features available.
FDBK0002885,CUST02183,2025-09-09,General Feedback,3,Neutral,The platform is easy to use and useful for our daily operations.
FDBK0002886,CUST02186,2026-07-02,Survey,1,Negative,The platform is useful but the price is becoming expensive.
FDBK0002887,CUST02186,2026-04-15,General Feedback,4,Positive,We like the product but the monthly cost is high.
FDBK0002888,CUST02186,2026-06-22,Feature Request,3,Neutral,We would like more value for the current subscription price.
FDBK0002889,CUST02186,2026-09-15,Product Review,3,Neutral,We would like more value for the current subscription price.
FDBK0002890,CUST02186,2025-10-24,Product Review,4,Positive,We like the product but the monthly cost is high.
FDBK0002891,CUST02187,2026-02-23,Feature Request,4,Positive,The platform has been useful for managing our business.
FDBK0002892,CUST02188,2024-07-18,Survey,2,Negative,We have experienced several issues with customer support.
FDBK0002893,CUST02189,2026-08-12,Feature Request,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002894,CUST02189,2026-09-02,Survey,4,Positive,The platform has been useful for managing our business.
FDBK0002895,CUST02190,2025-09-05,Feature Request,5,Positive,We especially like the reporting features.
FDBK0002896,CUST02193,2026-07-02,Product Review,5,Positive,We especially like the reporting features.
FDBK0002897,CUST02193,2026-06-18,Survey,5,Positive,We are happy with the features available.
FDBK0002898,CUST02193,2026-08-10,General Feedback,1,Negative,The platform has been useful for managing our business.
FDBK0002899,CUST02196,2025-03-26,Cancellation Feedback,5,Positive,The pricing is difficult for our business.
FDBK0002900,CUST02197,2026-01-24,General Feedback,1,Negative,We need faster responses when technical problems occur.
FDBK0002901,CUST02200,2024-08-29,General Feedback,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002902,CUST02201,2024-06-05,Survey,5,Positive,We are happy with the features available.
FDBK0002903,CUST02202,2026-01-28,Feature Request,2,Negative,The platform is useful but the price is becoming expensive.
FDBK0002904,CUST02203,2026-06-01,General Feedback,2,Negative,The product is useful but support needs improvement.
FDBK0002905,CUST02204,2025-12-27,Survey,2,Negative,We need faster responses when technical problems occur.
FDBK0002906,CUST02204,2025-11-18,Cancellation Feedback,2,Negative,The product is useful but support needs improvement.
FDBK0002907,CUST02205,2025-06-14,Survey,3,Neutral,We are happy with the features available.
FDBK0002908,CUST02205,2026-09-16,Feature Request,4,Positive,We especially like the reporting features.
FDBK0002909,CUST02208,2025-03-21,General Feedback,2,Negative,We are happy with the features available.
FDBK0002910,CUST02208,2026-03-12,Survey,5,Positive,We are happy with the features available.
FDBK0002911,CUST02209,2026-05-02,Survey,3,Neutral,The product is useful but support needs improvement.
FDBK0002912,CUST02212,2026-07-03,Survey,2,Negative,Some support requests took too long to resolve.
FDBK0002913,CUST02214,2026-08-12,Survey,5,Positive,The platform has been useful for managing our business.
FDBK0002914,CUST02214,2026-07-31,Survey,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002915,CUST02215,2025-12-26,Feature Request,5,Positive,We are happy with the features available.
FDBK0002916,CUST02216,2025-12-13,Cancellation Feedback,3,Neutral,We are finding it difficult to get our team to use the platform regularly.
FDBK0002917,CUST02216,2025-12-09,General Feedback,3,Neutral,Some of the features are not being used by our team.
FDBK0002918,CUST02216,2025-12-31,General Feedback,4,Positive,We are finding it difficult to get our team to use the platform regularly.
FDBK0002919,CUST02216,2026-05-26,Cancellation Feedback,3,Neutral,We are finding it difficult to get our team to use the platform regularly.
FDBK0002920,CUST02220,2025-10-21,Product Review,5,Positive,The platform has been useful for managing our business.
FDBK0002921,CUST02221,2026-08-08,Product Review,3,Neutral,We are happy with the features available.
FDBK0002922,CUST02222,2026-03-16,General Feedback,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002923,CUST02222,2026-01-30,Feature Request,5,Positive,We are happy with the features available.
FDBK0002924,CUST02224,2024-02-21,Feature Request,4,Positive,Our usage of the platform has decreased recently.
FDBK0002925,CUST02224,2024-02-11,Feature Request,3,Neutral,Our usage of the platform has decreased recently.
FDBK0002926,CUST02224,2023-10-24,Cancellation Feedback,5,Positive,We are finding it difficult to get our team to use the platform regularly.
FDBK0002927,CUST02224,2024-01-04,Survey,4,Positive,We are not using the platform as much as we expected.
FDBK0002928,CUST02225,2025-08-08,Cancellation Feedback,4,Positive,Some of the features are not being used by our team.
FDBK0002929,CUST02225,2025-07-26,Cancellation Feedback,3,Neutral,Our usage of the platform has decreased recently.
FDBK0002930,CUST02227,2026-05-03,Survey,2,Negative,Some support requests took too long to resolve.
FDBK0002931,CUST02228,2025-06-08,Survey,4,Positive,We need faster responses when technical problems occur.
FDBK0002932,CUST02228,2025-11-02,General Feedback,1,Negative,We need faster responses when technical problems occur.
FDBK0002933,CUST02228,2026-04-22,Survey,1,Negative,Some support requests took too long to resolve.
FDBK0002934,CUST02229,2026-05-20,Survey,2,Negative,The product is useful but support needs improvement.
FDBK0002935,CUST02229,2026-07-29,Product Review,2,Negative,Some support requests took too long to resolve.
FDBK0002936,CUST02230,2026-08-17,Survey,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002937,CUST02230,2026-09-17,Survey,5,Positive,We especially like the reporting features.
FDBK0002938,CUST02230,2024-08-06,General Feedback,5,Positive,We especially like the reporting features.
FDBK0002939,CUST02231,2026-09-02,Survey,2,Negative,Some support requests took too long to resolve.
FDBK0002940,CUST02231,2026-04-05,Product Review,1,Negative,The product is useful but support needs improvement.
FDBK0002941,CUST02231,2026-08-25,Survey,3,Neutral,We need faster responses when technical problems occur.
FDBK0002942,CUST02234,2025-09-22,Product Review,5,Positive,The platform has been useful for managing our business.
FDBK0002943,CUST02234,2026-03-09,Survey,5,Positive,The platform has been useful for managing our business.
FDBK0002944,CUST02235,2025-10-04,Survey,5,Positive,We especially like the reporting features.
FDBK0002945,CUST02236,2025-12-15,General Feedback,4,Positive,The platform has been useful for managing our business.
FDBK0002946,CUST02236,2026-04-21,Survey,2,Negative,The platform has been useful for managing our business.
FDBK0002947,CUST02238,2025-11-21,Feature Request,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002948,CUST02239,2024-07-16,Cancellation Feedback,3,Neutral,We are finding it difficult to get our team to use the platform regularly.
FDBK0002949,CUST02239,2024-06-04,Cancellation Feedback,4,Positive,Some of the features are not being used by our team.
FDBK0002950,CUST02240,2025-07-24,Cancellation Feedback,3,Neutral,Our usage of the platform has decreased recently.
FDBK0002951,CUST02240,2025-09-05,Cancellation Feedback,4,Positive,Our usage of the platform has decreased recently.
FDBK0002952,CUST02240,2025-06-21,Cancellation Feedback,1,Negative,We are finding it difficult to get our team to use the platform regularly.
FDBK0002953,CUST02241,2026-06-12,General Feedback,5,Positive,We are happy with the features available.
FDBK0002954,CUST02241,2025-05-30,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0002955,CUST02243,2025-03-16,Survey,3,Neutral,The platform is easy to use and useful for our daily operations.
FDBK0002956,CUST02245,2024-09-14,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0002957,CUST02245,2024-07-03,Survey,5,Positive,We are happy with the features available.
FDBK0002958,CUST02248,2026-01-18,General Feedback,4,Positive,We especially like the reporting features.
FDBK0002959,CUST02248,2024-06-24,Survey,5,Positive,The platform has been useful for managing our business.
FDBK0002960,CUST02249,2026-03-18,Survey,4,Positive,The platform is useful but the price is becoming expensive.
FDBK0002961,CUST02249,2025-05-23,Cancellation Feedback,1,Negative,We would like more value for the current subscription price.
FDBK0002962,CUST02249,2024-03-19,General Feedback,3,Neutral,We would like more value for the current subscription price.
FDBK0002963,CUST02250,2026-01-09,Cancellation Feedback,4,Positive,The system has helped our team manage invoices more efficiently.
