activity_id,customer_id,month,login_count,session_minutes,invoices_created,reports_generated,active_users,features_used
ACT0042293,CUST02328,2025-05-01,11,465,21,5,7,4
ACT0042294,CUST02328,2025-06-01,18,243,36,7,6,4
ACT0042295,CUST02328,2025-07-01,10,443,26,6,1,4
ACT0042296,CUST02328,2025-08-01,17,398,45,7,2,4
ACT0042297,CUST02328,2025-09-01,16,274,32,3,2,3
ACT0042298,CUST02328,2025-10-01,14,273,53,8,4,5
ACT0042299,CUST02328,2025-11-01,6,303,53,6,3,5
ACT0042300,CUST02328,2025-12-01,9,177,34,7,2,3
ACT0042301,CUST02328,2026-01-01,7,355,28,5,6,4
ACT0042302,CUST02328,2026-02-01,10,192,40,9,6,5
ACT0042303,CUST02328,2026-03-01,16,367,33,8,3,2
ACT0042304,CUST02328,2026-04-01,10,252,31,8,2,5
ACT0042305,CUST02329,2024-07-01,13,556,30,6,4,4
ACT0042306,CUST02329,2024-08-01,17,620,19,6,2,4
ACT0042307,CUST02329,2024-09-01,16,556,33,6,3,7
ACT0042308,CUST02329,2024-10-01,19,364,39,8,3,3
ACT0042309,CUST02329,2024-11-01,17,778,33,9,1,4
ACT0042310,CUST02329,2024-12-01,16,543,21,3,3,7
ACT0042311,CUST02329,2025-01-01,20,427,38,2,3,3
ACT0042312,CUST02329,2025-02-01,20,453,27,4,7,5
ACT0042313,CUST02329,2025-03-01,18,690,18,9,1,5
ACT0042314,CUST02329,2025-04-01,29,640,29,6,6,3
ACT0042315,CUST02329,2025-05-01,13,470,44,5,6,3
ACT0042316,CUST02329,2025-06-01,28,573,37,10,1,5
ACT0042317,CUST02329,2025-07-01,12,485,25,6,2,2
ACT0042318,CUST02329,2025-08-01,25,377,55,9,1,3
ACT0042319,CUST02329,2025-09-01,29,484,34,11,5,6
ACT0042320,CUST02329,2025-10-01,27,741,56,6,2,6
ACT0042321,CUST02329,2025-11-01,26,456,18,4,4,2
ACT0042322,CUST02329,2025-12-01,28,650,69,10,7,3
ACT0042323,CUST02329,2026-01-01,25,466,42,6,6,7
ACT0042324,CUST02329,2026-02-01,18,353,64,3,4,5
ACT0042325,CUST02329,2026-03-01,26,174,46,3,2,3
ACT0042326,CUST02329,2026-04-01,25,223,20,10,3,5
ACT0042327,CUST02329,2026-05-01,29,518,44,9,4,3
ACT0042328,CUST02329,2026-06-01,21,571,54,13,4,7
ACT0042329,CUST02329,2026-07-01,11,581,36,7,1,6
ACT0042330,CUST02329,2026-08-01,26,492,44,7,3,4
ACT0042331,CUST02329,2026-09-01,18,1028,34,11,5,6
ACT0042332,CUST02330,2026-06-01,29,404,9,6,8,5
ACT0042333,CUST02330,2026-07-01,14,605,35,5,2,6
ACT0042334,CUST02330,2026-08-01,23,552,41,6,6,4
ACT0042335,CUST02330,2026-09-01,24,153,39,10,4,5
ACT0042336,CUST02331,2025-01-01,27,347,28,8,1,4
ACT0042337,CUST02331,2025-02-01,26,453,31,7,2,2
ACT0042338,CUST02331,2025-03-01,11,441,17,5,2,2
ACT0042339,CUST02331,2025-04-01,24,202,42,5,6,2
ACT0042340,CUST02331,2025-05-01,17,380,9,6,5,6
ACT0042341,CUST02331,2025-06-01,13,174,23,3,2,3
ACT0042342,CUST02331,2025-07-01,9,335,25,5,1,2
ACT0042343,CUST02331,2025-08-01,10,131,20,3,3,6
ACT0042344,CUST02331,2025-09-01,10,192,8,2,2,6
ACT0042345,CUST02331,2025-10-01,2,68,14,2,4,7
ACT0042346,CUST02331,2025-11-01,2,119,2,1,3,1
ACT0042347,CUST02332,2024-03-01,21,575,50,3,6,4
ACT0042348,CUST02332,2024-04-01,14,371,19,11,5,4
ACT0042349,CUST02332,2024-05-01,19,375,42,1,2,3
ACT0042350,CUST02332,2024-06-01,11,405,33,7,5,3
ACT0042351,CUST02332,2024-07-01,15,576,25,4,6,3
ACT0042352,CUST02332,2024-08-01,16,389,33,7,5,8
ACT0042353,CUST02332,2024-09-01,3,111,6,4,2,5
ACT0042354,CUST02332,2024-10-01,11,149,9,3,5,5
ACT0042355,CUST02332,2024-11-01,7,146,15,1,4,7
ACT0042356,CUST02332,2024-12-01,8,126,7,3,4,8
ACT0042357,CUST02332,2025-01-01,5,102,4,1,5,5
ACT0042358,CUST02332,2025-02-01,1,79,6,1,2,6
ACT0042359,CUST02332,2025-03-01,3,31,5,0,2,4
ACT0042360,CUST02332,2025-04-01,2,69,6,0,3,4
ACT0042361,CUST02332,2025-05-01,3,69,4,0,3,4
ACT0042362,CUST02332,2025-06-01,2,36,4,0,1,4
ACT0042363,CUST02332,2025-07-01,3,65,4,1,3,5
ACT0042364,CUST02332,2025-08-01,2,75,5,1,5,3
ACT0042365,CUST02332,2025-09-01,3,69,5,1,2,6
ACT0042366,CUST02332,2025-10-01,3,69,6,1,4,2
ACT0042367,CUST02332,2025-11-01,2,69,3,1,5,3
ACT0042368,CUST02332,2025-12-01,3,74,5,1,6,6
ACT0042369,CUST02332,2026-01-01,3,51,7,1,1,5
ACT0042370,CUST02332,2026-02-01,4,73,2,0,5,5
ACT0042371,CUST02332,2026-03-01,4,61,7,0,3,6
ACT0042372,CUST02332,2026-04-01,2,123,3,0,5,4
ACT0042373,CUST02332,2026-05-01,2,56,5,0,1,5
ACT0042374,CUST02332,2026-06-01,2,96,5,1,5,5
ACT0042375,CUST02332,2026-07-01,3,54,6,0,2,3
ACT0042376,CUST02333,2026-04-01,23,759,21,5,2,5
ACT0042377,CUST02333,2026-05-01,15,542,27,6,4,4
ACT0042378,CUST02333,2026-06-01,17,607,36,7,5,3
ACT0042379,CUST02333,2026-07-01,18,537,58,6,2,4
ACT0042380,CUST02333,2026-08-01,21,508,29,7,1,4
ACT0042381,CUST02333,2026-09-01,16,625,49,6,3,6
ACT0042382,CUST02334,2024-10-01,2,522,44,7,4,5
ACT0042383,CUST02334,2024-11-01,13,608,37,7,3,8
ACT0042384,CUST02334,2024-12-01,14,500,48,5,2,2
ACT0042385,CUST02334,2025-01-01,22,650,36,7,5,6
ACT0042386,CUST02334,2025-02-01,18,586,50,5,4,4
ACT0042387,CUST02334,2025-03-01,17,566,32,11,6,5
ACT0042388,CUST02334,2025-04-01,29,523,25,9,3,5
ACT0042389,CUST02334,2025-05-01,24,736,37,7,2,5
ACT0042390,CUST02334,2025-06-01,18,506,44,9,1,2
ACT0042391,CUST02334,2025-07-01,28,217,45,7,4,7
ACT0042392,CUST02334,2025-08-01,27,574,48,4,6,5
ACT0042393,CUST02334,2025-09-01,15,329,48,6,4,6
ACT0042394,CUST02334,2025-10-01,31,752,30,6,1,7
ACT0042395,CUST02334,2025-11-01,24,280,29,6,2,3
ACT0042396,CUST02334,2025-12-01,15,442,64,5,4,3
ACT0042397,CUST02334,2026-01-01,18,395,13,3,5,4
ACT0042398,CUST02334,2026-02-01,24,397,51,3,4,3
ACT0042399,CUST02334,2026-03-01,14,278,31,5,1,2
ACT0042400,CUST02334,2026-04-01,18,688,37,6,2,2
ACT0042401,CUST02334,2026-05-01,27,492,31,0,4,4
ACT0042402,CUST02334,2026-06-01,18,615,35,7,7,7
ACT0042403,CUST02334,2026-07-01,28,531,17,7,2,3
ACT0042404,CUST02334,2026-08-01,12,645,50,7,6,2
ACT0042405,CUST02334,2026-09-01,23,517,47,16,3,3
ACT0042406,CUST02335,2025-06-01,22,416,32,11,2,6
ACT0042407,CUST02335,2025-07-01,23,383,23,13,4,1
ACT0042408,CUST02335,2025-08-01,13,427,22,8,4,7
ACT0042409,CUST02335,2025-09-01,9,326,32,6,3,2
ACT0042410,CUST02335,2025-10-01,12,386,30,4,6,4
ACT0042411,CUST02335,2025-11-01,8,408,33,4,5,5
ACT0042412,CUST02335,2025-12-01,5,394,14,3,3,3
ACT0042413,CUST02335,2026-01-01,9,280,16,1,6,8
ACT0042414,CUST02335,2026-02-01,9,139,10,2,5,3
ACT0042415,CUST02335,2026-03-01,6,147,10,1,5,4
ACT0042416,CUST02335,2026-04-01,3,54,4,1,6,4
ACT0042417,CUST02335,2026-05-01,2,14,7,1,5,7
ACT0042418,CUST02335,2026-06-01,1,69,4,0,6,3
ACT0042419,CUST02335,2026-07-01,3,63,4,0,2,3
ACT0042420,CUST02336,2026-02-01,26,451,60,6,5,1
ACT0042421,CUST02336,2026-03-01,24,550,38,7,3,6
ACT0042422,CUST02336,2026-04-01,8,488,29,6,4,6
ACT0042423,CUST02336,2026-05-01,23,298,46,8,9,5
ACT0042424,CUST02336,2026-06-01,17,368,41,5,4,5
ACT0042425,CUST02336,2026-07-01,19,570,18,2,2,2
ACT0042426,CUST02336,2026-08-01,15,661,44,1,3,4
ACT0042427,CUST02336,2026-09-01,14,503,33,5,6,5
ACT0042428,CUST02337,2024-01-01,10,293,49,0,1,5
ACT0042429,CUST02337,2024-02-01,25,799,30,5,4,5
ACT0042430,CUST02337,2024-03-01,20,703,30,8,4,4
ACT0042431,CUST02337,2024-04-01,8,544,21,8,5,7
ACT0042432,CUST02337,2024-05-01,24,649,70,7,4,5
ACT0042433,CUST02337,2024-06-01,16,563,39,5,1,3
ACT0042434,CUST02337,2024-07-01,13,352,38,5,6,5
ACT0042435,CUST02337,2024-08-01,19,668,48,10,4,7
ACT0042436,CUST02337,2024-09-01,19,478,38,0,5,2
ACT0042437,CUST02337,2024-10-01,20,700,41,8,4,1
ACT0042438,CUST02337,2024-11-01,28,637,51,7,6,5
ACT0042439,CUST02337,2024-12-01,26,503,33,11,3,5
ACT0042440,CUST02337,2025-01-01,14,683,45,5,6,4
ACT0042441,CUST02337,2025-02-01,10,473,41,12,3,4
ACT0042442,CUST02337,2025-03-01,18,552,33,10,4,2
ACT0042443,CUST02337,2025-04-01,10,594,33,6,5,3
ACT0042444,CUST02337,2025-05-01,25,518,35,14,5,4
ACT0042445,CUST02337,2025-06-01,21,319,37,8,1,10
ACT0042446,CUST02337,2025-07-01,13,478,51,11,2,5
ACT0042447,CUST02337,2025-08-01,17,628,48,8,2,5
ACT0042448,CUST02337,2025-09-01,20,73,25,3,3,3
ACT0042449,CUST02337,2025-10-01,13,673,33,11,1,3
ACT0042450,CUST02337,2025-11-01,23,467,46,9,4,1
ACT0042451,CUST02337,2025-12-01,21,420,63,7,6,7
ACT0042452,CUST02337,2026-01-01,11,747,31,6,3,5
ACT0042453,CUST02337,2026-02-01,16,535,49,6,3,3
ACT0042454,CUST02337,2026-03-01,33,376,34,2,1,7
ACT0042455,CUST02337,2026-04-01,2,514,62,5,2,3
ACT0042456,CUST02337,2026-05-01,23,425,47,5,1,3
ACT0042457,CUST02337,2026-06-01,26,311,14,9,3,5
ACT0042458,CUST02337,2026-07-01,21,698,52,6,3,5
ACT0042459,CUST02337,2026-08-01,32,585,51,10,7,3
ACT0042460,CUST02337,2026-09-01,26,465,44,7,5,7
ACT0042461,CUST02338,2025-11-01,17,742,17,8,3,5
ACT0042462,CUST02338,2025-12-01,22,521,42,4,4,7
ACT0042463,CUST02338,2026-01-01,26,732,49,7,3,3
ACT0042464,CUST02338,2026-02-01,26,539,33,12,5,1
ACT0042465,CUST02338,2026-03-01,22,665,33,5,1,4
ACT0042466,CUST02338,2026-04-01,19,467,61,11,1,4
ACT0042467,CUST02338,2026-05-01,12,507,50,6,2,6
ACT0042468,CUST02338,2026-06-01,20,245,39,9,6,3
ACT0042469,CUST02338,2026-07-01,22,426,42,9,2,7
ACT0042470,CUST02338,2026-08-01,19,489,46,9,2,7
ACT0042471,CUST02338,2026-09-01,19,341,45,5,6,5
ACT0042472,CUST02339,2024-07-01,12,583,27,10,5,3
ACT0042473,CUST02339,2024-08-01,19,677,47,4,2,4
ACT0042474,CUST02339,2024-09-01,30,248,39,4,5,5
ACT0042475,CUST02339,2024-10-01,15,656,50,3,1,3
ACT0042476,CUST02339,2024-11-01,29,633,45,10,3,3
ACT0042477,CUST02339,2024-12-01,25,739,13,8,8,5
ACT0042478,CUST02339,2025-01-01,22,202,32,13,4,6
ACT0042479,CUST02339,2025-02-01,26,502,24,8,3,4
ACT0042480,CUST02339,2025-03-01,24,175,55,6,3,4
ACT0042481,CUST02339,2025-04-01,20,416,43,7,2,5
ACT0042482,CUST02339,2025-05-01,13,460,27,7,1,3
ACT0042483,CUST02339,2025-06-01,14,677,41,8,5,6
ACT0042484,CUST02339,2025-07-01,12,566,43,6,1,6
ACT0042485,CUST02339,2025-08-01,18,624,40,2,4,5
ACT0042486,CUST02339,2025-09-01,18,253,30,9,6,3
ACT0042487,CUST02339,2025-10-01,17,368,28,11,5,6
ACT0042488,CUST02339,2025-11-01,28,590,21,5,5,6
ACT0042489,CUST02339,2025-12-01,21,496,51,8,3,3
ACT0042490,CUST02339,2026-01-01,23,520,33,12,5,2
ACT0042491,CUST02339,2026-02-01,33,417,34,6,2,5
ACT0042492,CUST02339,2026-03-01,27,554,40,10,7,7
ACT0042493,CUST02339,2026-04-01,18,431,32,4,1,3
ACT0042494,CUST02339,2026-05-01,29,438,56,12,2,6
ACT0042495,CUST02339,2026-06-01,18,755,29,5,1,6
ACT0042496,CUST02339,2026-07-01,26,450,27,9,4,5
ACT0042497,CUST02339,2026-08-01,32,387,18,11,3,1
ACT0042498,CUST02339,2026-09-01,27,404,42,4,3,5
ACT0042499,CUST02340,2025-05-01,24,707,51,10,1,3
ACT0042500,CUST02340,2025-06-01,16,682,18,3,5,3
ACT0042501,CUST02340,2025-07-01,20,615,33,7,5,3
ACT0042502,CUST02340,2025-08-01,10,652,27,10,1,4
ACT0042503,CUST02340,2025-09-01,13,396,28,6,6,4
ACT0042504,CUST02340,2025-10-01,23,368,37,8,4,5
ACT0042505,CUST02340,2025-11-01,18,511,42,8,2,5
ACT0042506,CUST02340,2025-12-01,15,218,45,9,3,2
ACT0042507,CUST02340,2026-01-01,12,601,37,9,5,3
ACT0042508,CUST02340,2026-02-01,10,270,20,8,2,4
ACT0042509,CUST02340,2026-03-01,11,361,33,6,2,7
ACT0042510,CUST02340,2026-04-01,13,201,42,0,4,5
ACT0042511,CUST02340,2026-05-01,12,379,40,8,3,6
ACT0042512,CUST02340,2026-06-01,7,312,17,8,4,7
ACT0042513,CUST02340,2026-07-01,7,229,12,6,4,5
ACT0042514,CUST02340,2026-08-01,10,403,49,2,4,6
ACT0042515,CUST02340,2026-09-01,10,406,33,9,1,4
ACT0042516,CUST02341,2024-09-01,28,796,54,8,3,6
ACT0042517,CUST02341,2024-10-01,18,560,33,10,3,4
ACT0042518,CUST02341,2024-11-01,14,671,29,6,6,7
ACT0042519,CUST02341,2024-12-01,27,838,28,8,2,4
ACT0042520,CUST02341,2025-01-01,16,549,48,4,3,4
ACT0042521,CUST02341,2025-02-01,13,574,32,6,5,4
ACT0042522,CUST02341,2025-03-01,13,624,43,3,3,4
ACT0042523,CUST02341,2025-04-01,12,252,35,4,4,4
ACT0042524,CUST02341,2025-05-01,24,699,55,2,2,5
ACT0042525,CUST02341,2025-06-01,26,734,14,10,5,3
ACT0042526,CUST02341,2025-07-01,36,466,46,5,4,2
ACT0042527,CUST02341,2025-08-01,28,583,57,9,3,6
ACT0042528,CUST02341,2025-09-01,30,476,42,4,1,3
ACT0042529,CUST02341,2025-10-01,16,426,39,11,1,4
ACT0042530,CUST02341,2025-11-01,22,578,21,10,2,5
ACT0042531,CUST02341,2025-12-01,24,428,40,7,5,4
ACT0042532,CUST02341,2026-01-01,25,523,20,10,4,5
ACT0042533,CUST02341,2026-02-01,25,428,33,12,1,7
ACT0042534,CUST02341,2026-03-01,25,709,33,7,6,5
ACT0042535,CUST02341,2026-04-01,21,472,43,8,6,5
ACT0042536,CUST02341,2026-05-01,25,508,23,7,5,4
ACT0042537,CUST02341,2026-06-01,27,508,44,3,4,5
ACT0042538,CUST02341,2026-07-01,17,392,26,7,1,3
ACT0042539,CUST02341,2026-08-01,16,445,31,4,2,3
ACT0042540,CUST02341,2026-09-01,16,181,39,5,5,1
ACT0042541,CUST02342,2026-07-01,26,400,42,12,6,4
ACT0042542,CUST02342,2026-08-01,12,331,44,13,3,7
ACT0042543,CUST02342,2026-09-01,19,350,15,10,9,3
ACT0042544,CUST02343,2024-12-01,8,451,19,7,5,7
ACT0042545,CUST02343,2025-01-01,21,504,30,9,5,4
ACT0042546,CUST02343,2025-02-01,20,884,37,3,2,6
ACT0042547,CUST02343,2025-03-01,14,448,26,8,3,5
ACT0042548,CUST02344,2024-02-01,18,388,31,4,2,3
ACT0042549,CUST02344,2024-03-01,22,386,5,14,5,4
ACT0042550,CUST02344,2024-04-01,18,380,40,6,3,4
ACT0042551,CUST02344,2024-05-01,16,563,45,11,4,3
ACT0042552,CUST02344,2024-06-01,27,456,42,3,6,4
ACT0042553,CUST02344,2024-07-01,8,455,49,10,1,5
ACT0042554,CUST02344,2024-08-01,8,412,17,6,4,5
ACT0042555,CUST02344,2024-09-01,17,380,24,4,7,2
ACT0042556,CUST02344,2024-10-01,16,152,45,4,8,5
ACT0042557,CUST02344,2024-11-01,14,397,38,5,2,4
ACT0042558,CUST02344,2024-12-01,14,256,30,7,3,8
ACT0042559,CUST02344,2025-01-01,6,322,38,5,5,4
ACT0042560,CUST02344,2025-02-01,5,425,24,10,3,5
ACT0042561,CUST02344,2025-03-01,11,371,48,4,1,3
ACT0042562,CUST02344,2025-04-01,15,122,58,7,4,3
ACT0042563,CUST02344,2025-05-01,14,186,37,10,4,5
ACT0042564,CUST02344,2025-06-01,12,316,33,6,6,5
ACT0042565,CUST02344,2025-07-01,15,385,13,7,3,2
ACT0042566,CUST02344,2025-08-01,7,251,49,5,7,5
ACT0042567,CUST02344,2025-09-01,16,342,47,5,1,6
ACT0042568,CUST02344,2025-10-01,9,271,33,9,4,6
ACT0042569,CUST02344,2025-11-01,9,361,16,7,7,7
ACT0042570,CUST02344,2025-12-01,6,244,29,3,1,5
ACT0042571,CUST02344,2026-01-01,6,414,26,5,5,4
ACT0042572,CUST02344,2026-02-01,12,248,37,8,4,4
ACT0042573,CUST02344,2026-03-01,11,425,16,11,1,4
ACT0042574,CUST02344,2026-04-01,12,452,44,6,4,6
ACT0042575,CUST02344,2026-05-01,8,346,29,9,5,3
ACT0042576,CUST02344,2026-06-01,12,376,16,6,3,5
ACT0042577,CUST02344,2026-07-01,10,248,40,1,7,4
ACT0042578,CUST02344,2026-08-01,9,266,21,7,3,6
ACT0042579,CUST02344,2026-09-01,12,286,21,9,4,7
ACT0042580,CUST02345,2024-10-01,16,273,43,7,3,4
ACT0042581,CUST02345,2024-11-01,19,94,35,10,4,3
ACT0042582,CUST02345,2024-12-01,10,401,39,7,2,7
ACT0042583,CUST02345,2025-01-01,23,587,42,7,4,7
ACT0042584,CUST02345,2025-02-01,10,275,55,11,1,5
ACT0042585,CUST02345,2025-03-01,17,480,41,12,1,6
ACT0042586,CUST02345,2025-04-01,12,369,40,13,4,3
ACT0042587,CUST02345,2025-05-01,15,384,23,7,6,3
ACT0042588,CUST02345,2025-06-01,20,288,52,7,3,4
ACT0042589,CUST02345,2025-07-01,13,281,49,7,1,5
ACT0042590,CUST02345,2025-08-01,16,361,30,9,6,7
ACT0042591,CUST02345,2025-09-01,16,306,57,9,2,3
ACT0042592,CUST02345,2025-10-01,14,392,32,4,6,3
ACT0042593,CUST02345,2025-11-01,14,386,38,12,1,4
ACT0042594,CUST02345,2025-12-01,12,472,45,6,6,5
ACT0042595,CUST02345,2026-01-01,9,280,11,9,3,1
ACT0042596,CUST02345,2026-02-01,9,407,26,10,4,7
ACT0042597,CUST02345,2026-03-01,7,194,40,11,2,5
ACT0042598,CUST02345,2026-04-01,11,182,39,11,1,4
ACT0042599,CUST02345,2026-05-01,16,406,0,6,4,4
ACT0042600,CUST02345,2026-06-01,9,213,17,6,3,6
ACT0042601,CUST02345,2026-07-01,17,477,7,9,3,3
ACT0042602,CUST02345,2026-08-01,15,357,19,9,2,5
ACT0042603,CUST02345,2026-09-01,12,339,51,6,5,5
ACT0042604,CUST02346,2025-03-01,15,652,31,11,6,4
ACT0042605,CUST02346,2025-04-01,19,777,21,9,2,8
ACT0042606,CUST02346,2025-05-01,20,95,36,10,2,6
ACT0042607,CUST02346,2025-06-01,16,399,31,13,2,5
ACT0042608,CUST02346,2025-07-01,13,499,28,10,4,4
ACT0042609,CUST02346,2025-08-01,26,484,28,6,4,6
ACT0042610,CUST02346,2025-09-01,24,274,54,7,4,6
ACT0042611,CUST02346,2025-10-01,14,476,44,7,2,2
ACT0042612,CUST02346,2025-11-01,26,353,39,8,5,7
ACT0042613,CUST02346,2025-12-01,10,272,61,7,2,2
ACT0042614,CUST02346,2026-01-01,16,488,32,7,3,6
ACT0042615,CUST02346,2026-02-01,18,447,32,8,2,3
ACT0042616,CUST02346,2026-03-01,19,346,50,9,4,5
ACT0042617,CUST02346,2026-04-01,20,233,40,11,4,5
ACT0042618,CUST02346,2026-05-01,16,289,23,11,2,3
ACT0042619,CUST02346,2026-06-01,19,412,30,4,4,1
ACT0042620,CUST02346,2026-07-01,24,735,27,8,1,5
ACT0042621,CUST02346,2026-08-01,29,461,56,8,4,7
ACT0042622,CUST02346,2026-09-01,32,484,30,1,2,2
ACT0042623,CUST02347,2026-06-01,24,252,36,11,5,5
ACT0042624,CUST02347,2026-07-01,27,653,19,2,3,5
ACT0042625,CUST02347,2026-08-01,14,465,17,7,4,2
ACT0042626,CUST02347,2026-09-01,11,418,20,8,3,6
ACT0042627,CUST02348,2023-12-01,14,447,39,4,2,4
ACT0042628,CUST02348,2024-01-01,18,345,19,8,2,4
ACT0042629,CUST02348,2024-02-01,17,756,27,9,2,7
ACT0042630,CUST02348,2024-03-01,27,401,34,8,6,5
ACT0042631,CUST02348,2024-04-01,22,503,20,11,5,4
ACT0042632,CUST02348,2024-05-01,26,413,51,8,3,6
ACT0042633,CUST02348,2024-06-01,21,562,31,10,3,5
ACT0042634,CUST02348,2024-07-01,14,496,38,7,4,5
ACT0042635,CUST02348,2024-08-01,17,577,27,6,4,3
ACT0042636,CUST02348,2024-09-01,18,515,30,11,4,5
ACT0042637,CUST02348,2024-10-01,24,830,26,9,1,5
ACT0042638,CUST02348,2024-11-01,18,597,28,4,3,5
ACT0042639,CUST02348,2024-12-01,22,506,40,12,4,4
ACT0042640,CUST02348,2025-01-01,17,759,63,10,3,3
ACT0042641,CUST02348,2025-02-01,11,387,40,8,2,3
ACT0042642,CUST02348,2025-03-01,21,411,52,9,6,2
ACT0042643,CUST02348,2025-04-01,18,515,33,7,2,5
ACT0042644,CUST02348,2025-05-01,16,610,33,19,2,5
ACT0042645,CUST02348,2025-06-01,23,377,30,8,4,5
ACT0042646,CUST02348,2025-07-01,17,381,31,9,1,4
ACT0042647,CUST02348,2025-08-01,23,624,39,7,1,3
ACT0042648,CUST02348,2025-09-01,11,340,28,8,5,5
ACT0042649,CUST02348,2025-10-01,19,362,40,6,2,4
ACT0042650,CUST02348,2025-11-01,16,538,26,10,2,4
ACT0042651,CUST02348,2025-12-01,25,598,50,8,6,6
ACT0042652,CUST02348,2026-01-01,10,570,38,15,8,4
ACT0042653,CUST02348,2026-02-01,17,600,17,7,1,6
ACT0042654,CUST02348,2026-03-01,13,439,29,3,2,3
ACT0042655,CUST02348,2026-04-01,23,562,38,7,3,3
ACT0042656,CUST02348,2026-05-01,20,579,61,7,4,4
ACT0042657,CUST02348,2026-06-01,20,453,23,6,8,5
ACT0042658,CUST02348,2026-07-01,14,677,36,6,3,4
ACT0042659,CUST02348,2026-08-01,12,198,37,10,1,5
ACT0042660,CUST02348,2026-09-01,11,353,57,11,5,6
ACT0042661,CUST02349,2024-11-01,22,554,31,7,2,5
ACT0042662,CUST02349,2024-12-01,18,566,49,8,1,5
ACT0042663,CUST02349,2025-01-01,21,609,37,4,3,3
ACT0042664,CUST02349,2025-02-01,25,620,31,11,2,6
ACT0042665,CUST02349,2025-03-01,36,516,18,11,1,4
ACT0042666,CUST02349,2025-04-01,16,452,31,6,3,4
ACT0042667,CUST02349,2025-05-01,23,829,56,8,1,4
ACT0042668,CUST02349,2025-06-01,17,544,27,8,3,3
ACT0042669,CUST02349,2025-07-01,16,449,37,7,2,2
ACT0042670,CUST02349,2025-08-01,28,611,44,8,8,5
ACT0042671,CUST02349,2025-09-01,19,705,39,8,1,5
ACT0042672,CUST02349,2025-10-01,28,414,45,6,6,5
ACT0042673,CUST02349,2025-11-01,23,702,42,8,3,4
ACT0042674,CUST02349,2025-12-01,19,540,35,7,4,4
ACT0042675,CUST02349,2026-01-01,31,365,43,5,1,3
ACT0042676,CUST02349,2026-02-01,23,376,16,10,1,3
ACT0042677,CUST02349,2026-03-01,10,620,40,7,1,4
ACT0042678,CUST02349,2026-04-01,26,308,60,10,5,4
ACT0042679,CUST02349,2026-05-01,12,308,5,8,1,4
ACT0042680,CUST02349,2026-06-01,34,488,32,8,1,7
ACT0042681,CUST02349,2026-07-01,19,189,37,13,1,5
ACT0042682,CUST02349,2026-08-01,25,327,48,1,1,5
ACT0042683,CUST02349,2026-09-01,24,132,56,7,3,5
ACT0042684,CUST02350,2025-05-01,32,543,45,4,5,4
ACT0042685,CUST02350,2025-06-01,17,117,23,8,1,5
ACT0042686,CUST02350,2025-07-01,10,188,39,8,4,4
ACT0042687,CUST02350,2025-08-01,17,570,32,8,3,3
ACT0042688,CUST02350,2025-09-01,14,688,43,12,6,3
ACT0042689,CUST02350,2025-10-01,22,595,23,12,3,5
ACT0042690,CUST02351,2024-11-01,16,404,27,10,3,5
ACT0042691,CUST02351,2024-12-01,21,369,41,7,3,7
ACT0042692,CUST02351,2025-01-01,12,544,24,8,3,4
ACT0042693,CUST02351,2025-02-01,11,419,41,3,5,5
ACT0042694,CUST02351,2025-03-01,16,172,40,10,2,2
ACT0042695,CUST02351,2025-04-01,20,596,31,2,2,5
ACT0042696,CUST02351,2025-05-01,21,553,28,6,3,5
ACT0042697,CUST02351,2025-06-01,21,407,58,10,7,5
ACT0042698,CUST02351,2025-07-01,18,513,31,4,1,4
ACT0042699,CUST02351,2025-08-01,9,468,28,13,4,6
ACT0042700,CUST02351,2025-09-01,19,527,38,10,5,5
ACT0042701,CUST02351,2025-10-01,16,314,28,8,5,5
ACT0042702,CUST02351,2025-11-01,17,608,25,9,5,6
ACT0042703,CUST02351,2025-12-01,17,716,36,8,1,5
ACT0042704,CUST02351,2026-01-01,8,757,40,9,6,4
ACT0042705,CUST02351,2026-02-01,14,303,44,7,5,3
ACT0042706,CUST02351,2026-03-01,13,673,33,11,4,5
ACT0042707,CUST02351,2026-04-01,13,642,38,8,5,2
ACT0042708,CUST02351,2026-05-01,12,513,33,9,5,6
ACT0042709,CUST02351,2026-06-01,21,546,8,4,1,4
ACT0042710,CUST02351,2026-07-01,22,467,39,5,3,2
ACT0042711,CUST02351,2026-08-01,7,534,54,6,4,4
ACT0042712,CUST02351,2026-09-01,26,405,31,6,3,5
ACT0042713,CUST02352,2023-10-01,20,355,51,4,2,3
ACT0042714,CUST02352,2023-11-01,28,538,45,7,3,5
ACT0042715,CUST02352,2023-12-01,34,590,30,6,6,6
ACT0042716,CUST02352,2024-01-01,22,470,55,7,2,5
ACT0042717,CUST02352,2024-02-01,13,679,22,6,1,5
ACT0042718,CUST02352,2024-03-01,11,529,8,9,1,2
ACT0042719,CUST02352,2024-04-01,23,411,40,7,4,7
ACT0042720,CUST02352,2024-05-01,20,572,36,5,7,3
ACT0042721,CUST02352,2024-06-01,28,560,44,9,4,6
ACT0042722,CUST02352,2024-07-01,30,334,37,7,2,5
ACT0042723,CUST02352,2024-08-01,26,419,68,6,5,4
ACT0042724,CUST02352,2024-09-01,18,652,61,5,9,3
ACT0042725,CUST02352,2024-10-01,19,680,52,15,5,6
ACT0042726,CUST02352,2024-11-01,19,543,22,11,3,4
ACT0042727,CUST02352,2024-12-01,28,370,35,12,4,4
ACT0042728,CUST02352,2025-01-01,19,638,34,1,2,4
